A joint resolution designating September 22, 1983, as "American Business Women's Day."|97|Senate|ROGER JEPSEN(R) |Referred to House Committee on Post Office and Civil Service.|1982-12-13|NA
A bill to amend the Sexual Exploitation of Children Act of 1977.|97|Senate|ARLEN SPECTER(R) |Subcommittee on Juvenile Justice. Hearings held.|1982-12-10|NA
A bill to amend the laws of the United States to eliminate gender-based distinctions, and for other purposes.|97|House|S. GREEN(R) |Referred to House Committee on The Judiciary.|1982-12-08|NA
A bill to amend the laws of the United States to eliminate gender-based distinctions.|97|Senate|ROBERT DOLE(R) |Referred to Subcommittee on Courts.|1982-10-29|NA
A bill to amend the Railroad Retirement Act of 1974 to provide that married widows who elected a residual lump sum payment may rescind that election, repay the lump sum, and receive an annuity in certain instances.|97|House|JAMES OBERSTAR(D) |Referred to Subcommittee on Commerce, Transportation and Tourism.|1982-10-01|NA
A joint resolution acknowledging the Big Brothers and Big Sisters of America for its achievements and recognizing its volunteers for their service to children.|97|Senate|JAMES SASSER(D) |Read twice and referred to the Committee on Judiciary.|1982-10-01|NA
Domestic Violence Prevention and Services Act|97|Senate|EDWARD KENNEDY(D) |Committee on Labor and Human Resources requested executive comment from Health and Human Services Department; Agriculture Department; Defense Department; HUD; Justice Department; ACTION; Legal Services Corporation; GAO; OMB.|1982-09-27|NA
A concurrent resolution to Express Thanks to Former First Lady Betty Ford.|97|House|ROBERT MICHEL(R) |Resolution agreed to in Senate without amendment and with a preamble by Voice Vote.|1982-09-24|NA
Military Widows and Surviving Children Benefits Restoration Act|97|House|DUNCAN HUNTER(R) |Referred to House Committee on Armed Services.|1982-09-24|NA
A joint resolution to assure that regulations governing the special supplemental food program for women, infants, and children (WIC) enhance the health status of participants in the program.|97|Senate|JOHN CHAFEE(R) |Read twice and referred to the Committee on Agriculture.|1982-09-23|NA
A joint resolution to amend the Constitution to establish legislative authority in Congress and the States with respect to abortion.|97|Senate|ORRIN HATCH(R) |Motion to proceed to consideration of measure withdrawn in Senate.|1982-09-15|NA
A joint resolution designating September 22, 1982, as "American Businesswomen's Day".|97|Senate|ROGER JEPSEN(R) |Read twice and referred to the Committee on Judiciary.|1982-09-10|NA
A joint resolution concerning changes in regulations for the Special Supplemental Food Program for Women, Infants, and Children of the Child Nutrition Act of 1966.|97|House|GEORGE MILLER(D) |Referred to Subcommittee on Elementary, Secondary and Vocational Education.|1982-08-20|NA
A bill to designate Lincoln's Birthday as a legal public holiday and to provide that, for purposes of pay and leave, Federal employees may select either Lincoln's Birthday or Washington's Birthday as a legal public holiday.|97|Senate|MARK HATFIELD(R) |Read twice and referred to the Committee on Judiciary.|1982-08-12|NA
Federal Abortion Funding Restriction Act|97|Senate|MARK HATFIELD(R) |Read twice and referred to the Committee on Governmental Affairs.|1982-08-03|NA
A joint resolution designating September 22, 1982, as "American Businesswomen's Day".|97|House|THOMAS TAUKE(R) |Referred to House Committee on Post Office and Civil Service.|1982-07-29|NA
A bill to restrict the distribution of material involving the sexual exploitation of minors.|97|Senate|Charles Grassley(R) |Read twice and referred to the Committee on Judiciary.|1982-07-29|NA
A joint resolution proposing an amendment to the Constitution relating to equal rights for men and women.|97|House|STEPHEN NEAL(D) |Referred to Subcommittee on Civil and Constitutional Rights.|1982-07-26|NA
A joint resolution proposing an amendment to the Constitution relating to equal rights for men and women.|97|House|STEPHEN NEAL(D) |Referred to Subcommittee on Civil and Constitutional Rights.|1982-07-22|NA
A joint resolution proposing an amendment to the Constitution of the United States relative to equal rights for men and women.|97|House|PETER RODINO(D) |Referred to Subcommittee on Civil and Constitutional Rights.|1982-07-20|NA
A joint resolution proposing an amendment to the Constitution of the United States relative to equal rights for men and women.|97|House|ALLEN ERTEL(D) |Referred to Subcommittee on Civil and Constitutional Rights.|1982-07-16|NA
A joint resolution to provide that the week beginning March 6, 1983 shall be designated as "Women's History Week."|97|Senate|ORRIN HATCH(R) |Read twice and referred to the Committee on Judiciary.|1982-07-15|NA
A joint resolution proposing an amendment to the Constitution of the United States relative to equal rights for women.|97|Senate|PAUL TSONGAS(D) |Read twice and referred to the Committee on Judiciary.|1982-07-14|NA
A resolution expressing the sense of the House of Representatives that the Speaker of the House should appoint an independent prosecutor to investigate fully the current allegations concerning drug abuse and sexual misconduct by members of the House of Representatives and pages.|97|House|MARGARET HECKLER(R) |Referred to House Committee on House Administration.|1982-07-13|NA
A bill to designate Lincoln's Birthday as a legal public holiday and to provide that, for purposes of pay and leave, Federal employees may select either Lincoln's Birthday or Washington's Birthday as a legal public holiday.|97|House|PAUL FINDLEY(R) |Referred to Subcommittee on Census and Population.|1982-07-08|NA
A joint resolution proposing an amendment to the Constitution of the United States to provide that equality of rights under the law shall not be denied or abridged by the United States or by any state on account of sex.|97|House|MARIO BIAGGI(D) |Referred to Subcommittee on Civil and Constitutional Rights.|1982-06-29|NA
A bill to amend title 18, United States Code, to provide criminal penalties for the mailing of identification documents bearing a false birth date.|97|Senate|GORDON HUMPHREY(R) |Subcommittee on Criminal Law. Hearings held.|1982-06-16|NA
A joint resolution to amend the Constitution to establish legislative authority in Congress and the States with respect to abortion.|97|House|BILL EMERSON(R) |Referred to Subcommittee on Civil and Constitutional Rights.|1982-06-11|NA
