To revise the boundaries of the George Washington Birthplace National Monument, and for other purposes.|107|House|JO ANN DAVIS(R) |Became Public Law No: 107-354.|2002-12-17|https://www.congress.gov/107/bills/hr3449/BILLS-107hr3449enr.pdf
To facilitate the use of a portion of the former O'Reilly General Hospital in Springfield, Missouri, by the local Boys and Girls Club through the release of the reversionary interest and other interests retained by the United States in 1955 when the land was conveyed to the State of Missouri.|107|House|ROY BLUNT(R) |Became Public Law No: 107-301.|2002-11-26|https://www.congress.gov/107/bills/hr5349/BILLS-107hr5349rds.pdf
Women Discharged From the Military Due to Pregnancy Relief Act of 2002|107|House|CYNTHIA MCKINNEY(D) |Referred to the Subcommittee on 21st Century Competitiveness.|2002-11-25|https://www.congress.gov/107/bills/hr5447/BILLS-107hr5447ih.pdf
Calling for effective measures to end the sexual exploitation of refugees. |107|House|JUANITA MILLENDER-MCDONALD(D) |Message on Senate action sent to the House.|2002-11-21|https://www.congress.gov/107/bills/hconres349/BILLS-107hconres349enr.pdf
Supporting the goals and ideas of a National Sexual Assault Awareness Month.|107|House|HEATHER WILSON(R) |Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.|2002-11-12|https://www.congress.gov/107/bills/hres584/BILLS-107hres584ih.pdf
Convicted Child Sex Offender DNA Index System Support Act |107|House|PETER KING(R) |Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.|2002-11-12|https://www.congress.gov/107/bills/hr5592/BILLS-107hr5592ih.pdf
Sexual Assault Response Team Act|107|House|CAROLYN KILPATRICK(D) |Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.|2002-11-12|https://www.congress.gov/107/bills/hr5514/BILLS-107hr5514ih.pdf
DNA Sexual Assault Justice Act of 2002|107|Senate|JOSEPH BIDEN(D) |By Senator Leahy from Committee on the Judiciary filed written report under authority of the order of the Senate of 10/17/2002. Report No. 107-334.|2002-11-04|https://www.congress.gov/107/bills/s2513/BILLS-107s2513rfh.pdf
Violence Against Women Office Act|107|House|LOUISE SLAUGHTER(D) |For Further Action See H.R. 2215.|2002-11-02|https://www.congress.gov/107/bills/hr28/BILLS-107hr28ih.pdf
Newborn Screening Saves Lives Act of 2002|107|House|LUCILLE ROYBAL-ALLARD(D) |Referred to the Subcommittee on Health.|2002-10-28|https://www.congress.gov/107/bills/hr5703/BILLS-107hr5703ih.pdf
A resolution celebrating the 90th Birthday of Lady Bird Johnson.|107|Senate|KAY HUTCHISON(R) |Referred to the Committee on the Judiciary. (text of measure as introduced: CR S10730)|2002-10-17|https://www.congress.gov/107/bills/sres346/BILLS-107sres346is.pdf
Commemorating the 90th birthday of former First Lady Lady Bird Johnson.|107|House|LAMAR SMITH(R) |Sponsor introductory remarks on measure. (CR E1891)|2002-10-17|https://www.congress.gov/107/bills/hres593/BILLS-107hres593ih.pdf
Medically Accurate and Objective Sex Education Act|107|House|LUIS GUTIERREZ(D) |Sponsor introductory remarks on measure. (CR E1919)|2002-10-17|https://www.congress.gov/107/bills/hr5668/BILLS-107hr5668ih.pdf
Our Lady of Peace Act|107|House|CAROLYN MCCARTHY(D) |Received in the Senate.|2002-10-16|https://www.congress.gov/107/bills/hr4757/BILLS-107hr4757eh.pdf
To direct the Architect of the Capitol to enter into a contract to revise the statue commemorating women's suffrage located in the rotunda of the United States Capitol to include a likeness of Sojourner Truth.|107|House|MAJOR OWENS(D) |Referred to the House Committee on House Administration.|2002-10-16|https://www.congress.gov/107/bills/hr5679/BILLS-107hr5679ih.pdf
Commending the Los Angeles Sparks basketball team for winning the 2002 Women's National Basketball Association championship.|107|House|MAXINE WATERS(D) |Motion to reconsider laid on the table Agreed to without objection.|2002-10-10|https://www.congress.gov/107/bills/hres532/BILLS-107hres532eh.pdf
Birth Defects and Developmental Disabilities Prevention Act of 2002|107|Senate|CHRISTOPHER BOND(R) |Referred to the Subcommittee on Health.|2002-10-08|https://www.congress.gov/107/bills/s2980/BILLS-107s2980rfh.pdf
DNA Sexual Assault Justice Act of 2002|107|House|ANTHONY WEINER(D) |Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.|2002-10-07|https://www.congress.gov/107/bills/hr5394/BILLS-107hr5394ih.pdf
Expressing the sense of Congress that Congress should raise awareness of domestic violence in the Nation by supporting the goals and ideals of National Domestic Violence Awareness Month.|107|House|JUDY BIGGERT(R) |Referred to the House Committee on Government Reform.|2002-10-07|https://www.congress.gov/107/bills/hconres501/BILLS-107hconres501ih.pdf
Mothers and Newborns Health Insurance Act of 2002|107|Senate|CHRISTOPHER BOND(R) |Sponsor introductory remarks on measure. (CR S9826-9827)|2002-10-02|https://www.congress.gov/107/bills/s724/BILLS-107s724rs.pdf
