An act to amend title 10, United States Code, to revise and standardize the provisions of law relating to appointment, promotion, separation, and mandatory retirement of regular commissioned officers of the Army, Navy, Air Force, and Marine Corps, to establish the permanent grade of commodore admiral in the Navy, to equalize the treatment of female commissioned officers with that of male commissioned officers, and for other purposes.|96|Senate|SAMUEL NUNN(D) |Public Law 96-513.|1980-12-12|https://www.congress.gov/96/statute/STATUTE-94/STATUTE-94-Pg2835.pdf
Domestic Violence Prevention and Services Act|96|House|GEORGE MILLER(D) |Similar provisions inserted in S. 3259 as passed Senate.|1980-12-09|NA
Domestic Violence Prevention and Services Act|96|Senate|ALAN CRANSTON(D) |Similar provisions inserted in S. 3259 as passed Senate.|1980-12-09|NA
A bill to incorporate the Gold Star Wives of America.|96|Senate|BIRCH BAYH(D) |Public Law 96-497.|1980-12-04|https://www.congress.gov/96/statute/STATUTE-94/STATUTE-94-Pg2595.pdf
A bill for boundary expansion of Crater Lake National Park in the State of Oregon and the establishment of the Women's Rights National Historical Park in the State of New York and for other purposes.|96|House|PHILLIP BURTON(D) |Measure passed House, amended.|1980-11-19|NA
A bill to incorporate the Gold Star Wives of America.|96|House|JACK BRINKLEY(D) |Measure laid on table in House, S. 1179 passed in lieu.|1980-11-17|NA
A joint resolution designating the week beginning March 8, 1981, as "Women's History Week".|96|Senate|ORRIN HATCH(R) |Referred to Senate Committee on the Judiciary.|1980-11-13|NA
A joint resolution designating the week beginning March 8, 1981, as "Women's History Week".|96|House|DANTE FASCELL(D) |Referred to House Committee on Post Office and Civil Service.|1980-11-12|NA
A bill to provide for the issuance of a postage stamp to commemorate the 150th anniversary of the birth of Dr. Samuel A. Mudd.|96|House|BOB TRAXLER(D) |Referred to House Committee on Post Office and Civil Service.|1980-09-17|NA
A joint resolution to authorize and request the President to issue a proclamation designating January 25, 1981, the birthday of Robert Burns, as "Scottish Heritage Day".|96|House|MARJORIE HOLT(R) |Referred to House Committee on Post Office and Civil Service.|1980-09-10|NA
A joint resolution to authorize the Camp Fire Girls of Cundys Harbor, Maine, to erect a memorial in the District of Columbia.|96|Senate|EDMUND MUSKIE(D) |Public Law 96-337.|1980-09-04|https://www.congress.gov/96/statute/STATUTE-94/STATUTE-94-Pg1066.pdf
