A joint resolution designating the week beginning February 17, 1985, as a time to recognize volunteers who give their time to become Big Brothers and Big Sisters to youths in need of adult companionship.|98|House|MARILYN LLOYD(D) |Became Public Law No: 98-610.|1984-10-30|https://www.congress.gov/98/statute/STATUTE-98/STATUTE-98-Pg3175.pdf
A bill to recognize the organization known as the Women's Army Corps Veterans' Association.|98|House|G. WHITEHURST(R) |Became Public Law No: 98-584.|1984-10-30|https://www.congress.gov/98/statute/STATUTE-98/STATUTE-98-Pg3097.pdf
A bill to grant a Federal charter to the National Society, Daughters of the American Revolution.|98|Senate|NANCY KASSEBAUM(R) |Became Public Law No: 98-561.|1984-10-30|https://www.congress.gov/98/statute/STATUTE-98/STATUTE-98-Pg2910.pdf
A bill for the relief of the Sisters of Mercy of the Union, Province of St. Louis, Missouri.|98|Senate|JOHN TOWER(R) |Became Private Law No: 98-48.|1984-10-30|https://www.congress.gov/98/statute/STATUTE-98/STATUTE-98-Pg3435.pdf
A bill to recognize the organization known as the Navy Wives Clubs of America.|98|House|HAROLD FORD(D) |Became Public Law No: 98-520.|1984-10-19|https://www.congress.gov/98/statute/STATUTE-98/STATUTE-98-Pg2428.pdf
A bill to amend part A of title IV of the Social Security Act to provide for grants to States for programs to assist pregnant teenagers and teenage mothers who might otherwise become long-term recipients of aid to families with dependant children.|98|Senate|DANIEL MOYNIHAN(D) |Committee on Finance requested executive comment from OMB, Treasury Department, Health and Human Services Department.|1984-10-16|NA
A bill to recognize the organization known as the Daughters of Union Veterans of the Civil War 1861-1865.|98|House|MICHAEL OXLEY(R) |Read twice and referred to the Committee on Judiciary.|1984-10-12|NA
A joint resolution designating the week beginning February 12, 1984, as a time to recognize those volunteers who give of their time to become Big Brothers and Big Sisters to single parent youth.|98|Senate|JAMES SASSER(D) |See H.J.Res.594.|1984-10-10|NA
A bill to grant a Federal charter to the National Society, Daughters of the American Colonists.|98|House|JOHN DINGELL(D) |Received in the Senate and read twice and referred to the Committee on Judiciary.|1984-10-05|NA
A bill to amend the Act entitled "An Act granting a charter to the General Federation of Women's Clubs".|98|House|BARNEY FRANK(D) |Referred to House Committee on The Judiciary.|1984-10-05|NA
A joint resolution to designate the week of November 11, 1984, through November 17, 1984, as "Women in Agriculture Week".|98|House|THOMAS FOLEY(D) |Became Public Law No: 98-446.|1984-10-04|https://www.congress.gov/98/statute/STATUTE-98/STATUTE-98-Pg1720.pdf
A bill to recognize the organization known as the Women's Army Corps Veterans' Association.|98|Senate|PAULA HAWKINS(R) |Placed on Senate Legislative Calendar under General Orders. Calendar No. 1304.|1984-10-02|NA
A bill to amend the Racketeer Influenced and Corrupt Organizations Act to include sexual exploitation of children as a crime covered by the Act.|98|Senate|PAULA HAWKINS(R) |Read twice and referred to the Committee on Judiciary.|1984-10-02|NA
A concurrent resolution expressing the sense of the Congress that the legislatures of the States should develop and enact legislation designed to provide child victims of sexual assault with protection and assistance during administrative and judicial proceedings.|98|Senate|PAULA HAWKINS(R) |Referred to House Committee on The Judiciary.|1984-10-01|NA
A concurrent resolution expressing the sense of the Congress that the legislatures of the States should develop and enact legislation designed to provide child victims of sexual assault with protection and assistance during administrative and judicial proceedings.|98|House|PETER KOSTMAYER(D) |Referred to House Committee on The Judiciary.|1984-10-01|NA
A joint resolution designating the week beginning November 11, 1984, as "National Women Veterans Recognition Week".|98|Senate|ALAN CRANSTON(D) |Became Public Law No: 98-438.|1984-09-28|https://www.congress.gov/98/statute/STATUTE-98/STATUTE-98-Pg1685.pdf
Sexual Assault Act of 1984|98|House|STENY HOYER(D) |Clean Bill H.R.6284 Forwarded by Subcommittee to Full Committee in Lieu.|1984-09-21|NA
A joint resolution to designate the week of November 11, 1984, through November 17, 1984, as "Women in Agriculture Week".|98|Senate|ROBERT KASTEN(R) |For Further Action See H.J.Res.554.|1984-09-21|NA
Sexual Assault Act of 1984|98|House|JOHN CONYERS(D) |Referred to House Committee on The Judiciary.|1984-09-20|NA
A joint resolution proposing an amendment to the Constitution of the United States relative to equal rights for women and men.|98|Senate|PAUL TSONGAS(D) |Subcommittee on Constitution. Hearings concluded. Hearings printed:  S.Hrg. 98-1259 Pt. 2.|1984-09-19|NA
A bill to authorize the Eleventh Airborne Divison Association to establish a memorial in the District of Columbia.|98|House|ROYDEN DYSON(D) |Received in the Senate and read twice and referred to the Committee on Energy and Natural Resources.|1984-09-19|NA
A bill to create a central Federal file of sexual assault and child molesting arrests and convictions to allow businesses and organizations who hire persons whose employment brings them into regular contact with children to have access to such arrest or conviction records for the purpose of determining the suitability of job applicants.|98|Senate|Charles Grassley(R) |Subcommittee on Juvenile Justice. Hearings concluded. Hearings printed:  S.Hrg. 98-1201.|1984-09-18|NA
A bill to authorize the Eleventh Airborne Division Association to establish a memorial in the District of Columbia.|98|Senate|JOHN WARNER(R) |Read twice and referred to the Committee on Energy and Natural Resources.|1984-09-13|NA
A joint resolution designating the week beginning November 11, 1984, as "National Women Veterans Recognition Week".|98|House|LANE EVANS(D) |See S.J.Res.227.|1984-09-12|NA
A joint resolution designating the week beginning February 17, 1985, as a time to recognize volunteers who give their time to become Big Brothers and Big Sisters to youth in need of adult companionship.|98|Senate|JAMES SASSER(D) |Read twice and referred to the Committee on Judiciary.|1984-09-10|NA
