Supporting sustained United States leadership to accelerating global progress against maternal and child malnutrition and supporting United States Agency for International Development's commitment to global nutrition through its multi-sectoral nutrition strategy.|116|House|Roger Marshall(R) |The title of the measure was amended. Agreed to without objection.|2020-12-07|https://www.congress.gov/116/bills/hres189/BILLS-116hres189eh.pdf
To designate the facility of the United States Postal Service located at 8320 13th Avenue in Brooklyn, New York, as the Mother Frances Xavier Cabrini Post Office Building.|116|House|Max Rose(D) |Became Public Law No: 116-201.|2020-12-03|https://www.congress.gov/116/bills/hr4794/BILLS-116hr4794enr.pdf
Smithsonian American Women’s History Museum Act|116|Senate|Susan Collins(R) |Placed on Senate Legislative Calendar under General Orders. Calendar No. 599.|2020-12-03|https://www.congress.gov/116/bills/s959/BILLS-116s959rs.pdf
A resolution supporting efforts to strengthen protection, assistance, and solutions for Venezuelan women and children.|116|Senate|Robert Menendez(D) |Referred to the Committee on Foreign Relations. (text: CR S7217-7218)|2020-12-03|https://www.congress.gov/116/bills/sres790/BILLS-116sres790is.pdf
Pregnancy Assistance Act of 2020|116|House|Abigail Spanberger(D) |Referred to the House Committee on Education and Labor.|2020-12-03|https://www.congress.gov/116/bills/hr8862/BILLS-116hr8862ih.pdf
Supporting Best Practices for Healthy Moms Act|116|Senate|Patrick Toomey(R) |Read twice and referred to the Committee on Finance.|2020-12-02|https://www.congress.gov/116/bills/s4949/BILLS-116s4949is.pdf
A resolution supporting the goals and ideals of National Domestic Violence Awareness Month.|116|Senate|Dianne Feinstein(D) |Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent. (text: CR 10/22/2020 S6405)|2020-11-30|https://www.congress.gov/116/bills/sres753/BILLS-116sres753ats.pdf
Recognizing the 80th birthday of Bruce Jun Fan Lee and the immense and positive impact that his legacy continues to have in creating a bridge between cultures, championing values of self-respect, self-discipline, and tolerance in our Nation, and pioneering and cultivating new and innovative genres of martial arts, representation in media, and guiding philosophies in the United States and around the world.|116|House|Judy Chu(D) |Referred to the House Committee on Oversight and Reform.|2020-11-24|https://www.congress.gov/116/bills/hres1236/BILLS-116hres1236ih.pdf
Supporting the goals and principles of Transgender Day of Remembrance of memorializing the lives lost this year to antitransgender violence.|116|House|Joseph Kennedy(D) |Referred to the House Committee on the Judiciary.|2020-11-20|https://www.congress.gov/116/bills/hres1234/BILLS-116hres1234ih.pdf
Military Domestic Violence Prevention Act|116|Senate|Kyrsten Sinema(D) |Read twice and referred to the Committee on Armed Services.|2020-11-18|https://www.congress.gov/116/bills/s4922/BILLS-116s4922is.pdf
Expressing the support of the House of Representatives for the naming of new or undedicated facilities of the Department of Veterans Affairs after women veterans and minority veterans in order to reflect the diversity of all who have served in the Armed Forces of the United States.|116|House|Julia Brownley(D) |Referred to the House Committee on Veterans' Affairs.|2020-11-12|https://www.congress.gov/116/bills/hres1213/BILLS-116hres1213ih.pdf
National Oceanic and Atmospheric Administration Sexual Harassment and Assault Prevention Improvements Act of 2020|116|House|Suzanne Bonamici(D) |Placed on the Union Calendar, Calendar No. 464.|2020-11-02|https://www.congress.gov/116/bills/hr6636/BILLS-116hr6636rh.pdf
Friendly Airports for Mothers Improvement Act|116|Senate|Tammy Duckworth(D) |Became Public Law No: 116-190.|2020-10-30|https://www.congress.gov/116/bills/s2638/BILLS-116s2638enr.pdf
Expressing support for Supreme Court decisions affirming the constitutionally protected right of same-sex couples to marry.|116|House|Chris Pappas(D) |Referred to the House Committee on the Judiciary.|2020-10-30|https://www.congress.gov/116/bills/hres1209/BILLS-116hres1209ih.pdf
Commemorating 20 years since the passage of United Nations Security Council Resolution 1325 (2000) and reaffirming the United States commitment to the women, peace, and security agenda.|116|House|Lois Frankel(D) |Referred to the House Committee on Foreign Affairs.|2020-10-30|https://www.congress.gov/116/bills/hres1207/BILLS-116hres1207ih.pdf
Recognizing the significance of equal pay and the disparity in wages paid to Latina women in comparison to men.|116|House|Debbie Mucarsel-Powell(D) |Referred to the House Committee on Education and Labor.|2020-10-30|https://www.congress.gov/116/bills/hconres122/BILLS-116hconres122ih.pdf
A resolution recognizing the disproportionate impact of COVID-19 on women and girls globally.|116|Senate|Cory Booker(D) |Referred to the Committee on Foreign Relations. (text: CR S6600-6601)|2020-10-26|https://www.congress.gov/116/bills/sres762/BILLS-116sres762is.pdf
HEALTH for MOM Act of 2020|116|Senate|Rob Portman(R) |Read twice and referred to the Committee on Finance.|2020-10-26|https://www.congress.gov/116/bills/s4863/BILLS-116s4863is.pdf
Connected MOM Act|116|Senate|Bill Cassidy(R) |Read twice and referred to the Committee on Finance.|2020-10-26|https://www.congress.gov/116/bills/s4859/BILLS-116s4859is.pdf
A resolution congratulating the Seattle Storm women's basketball team on winning the 2020 Women's National Basketball Association Championship.|116|Senate|Maria Cantwell(D) |Referred to the Committee on Commerce, Science, and Transportation. (text: CR S6332)|2020-10-20|https://www.congress.gov/116/bills/sres748/BILLS-116sres748is.pdf
Protecting the Health and Wellness of Babies and Pregnant Women in Custody Act|116|House|Karen Bass(D) |Received in the Senate and Read twice and referred to the Committee on the Judiciary.|2020-10-19|https://www.congress.gov/116/bills/hr7718/BILLS-116hr7718rfs.pdf
Stop Sexual Assault and Harassment in Transportation Act|116|House|PETER DEFAZIO(D) |Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.|2020-10-19|https://www.congress.gov/116/bills/hr5139/BILLS-116hr5139rfs.pdf
Women Who Worked on the Home Front World War II Memorial Act|116|House|ELEANOR NORTON(D) |Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.|2020-10-19|https://www.congress.gov/116/bills/hr5068/BILLS-116hr5068rfs.pdf
Child Tax Credit for Pregnant Moms Act of 2020|116|House|Jason Smith(R) |Referred to the House Committee on Ways and Means.|2020-10-16|https://www.congress.gov/116/bills/hr8621/BILLS-116hr8621ih.pdf
To nullify the effect of Executive Order 13950 relating to combating race and sex stereotyping.|116|House|Joyce Beatty(D) |Referred to the Committee on Oversight and Reform, and in addition to the Committees on Education and Labor, and Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.|2020-10-16|https://www.congress.gov/116/bills/hr8595/BILLS-116hr8595ih.pdf
Recognizing violence against women in politics as a global phenomenon and supporting women's full and meaningful participation in political life.|116|House|Rashida Tlaib(D) |Referred to the Subcommittee on Africa, Global Health, Global Human Rights, and International Organizations.|2020-10-09|https://www.congress.gov/116/bills/hres1151/BILLS-116hres1151ih.pdf
Congratulating the Seattle Storm women's basketball team on winning the 2020 Women's National Basketball Association championship.|116|House|Pramila Jayapal(D) |Referred to the House Committee on Oversight and Reform.|2020-10-09|https://www.congress.gov/116/bills/hres1187/BILLS-116hres1187ih.pdf
Recognizing the roles and the contributions of America's certified nurse-midwives and certified midwives in providing high-quality, evidence-based, cost-effective, and essential sexual and reproductive health care services to women and pregnant people.|116|House|LUCILLE ROYBAL-ALLARD(D) |Referred to the House Committee on Energy and Commerce.|2020-10-06|https://www.congress.gov/116/bills/hres1182/BILLS-116hres1182ih.pdf
Sex Trafficking Demand Reduction Act|116|House|Ann Wagner(R) |Ordered to be Reported (Amended) by Voice Vote.|2020-10-01|https://www.congress.gov/116/bills/hr4326/BILLS-116hr4326ih.pdf
Original National Domestic Violence Awareness Month Resolution of 2020|116|House|Al Green(D) |Referred to the House Committee on Education and Labor.|2020-10-01|https://www.congress.gov/116/bills/hres1168/BILLS-116hres1168ih.pdf
Maternal Health Pandemic Response Act of 2020|116|Senate|Elizabeth Warren(D) |Read twice and referred to the Committee on Health, Education, Labor, and Pensions.|2020-09-30|https://www.congress.gov/116/bills/s4769/BILLS-116s4769is.pdf
Expressing support for the designation of September 2020 as "Pain Awareness Month" and recognizing the disproportionate impact of migraine disease and headache disorders on women.|116|House|Madeleine Dean(D) |Referred to the House Committee on Energy and Commerce.|2020-09-30|https://www.congress.gov/116/bills/hres1160/BILLS-116hres1160ih.pdf
A resolution expressing the sense of the Senate regarding the practice of politically motivated imprisonment of women around the world and calling on governments for the immediate release of women who are political prisoners.|116|Senate|Robert Menendez(D) |Referred to the Committee on Foreign Relations. (text: CR S5878)|2020-09-24|https://www.congress.gov/116/bills/sres724/BILLS-116sres724is.pdf
Maternal Immunization Coverage Act|116|Senate|Bill Cassidy(R) |Read twice and referred to the Committee on Finance.|2020-09-24|https://www.congress.gov/116/bills/s4705/BILLS-116s4705is.pdf
Maternal Immunization Enhancement Act|116|Senate|Maggie Hassan(D) |Read twice and referred to the Committee on Finance.|2020-09-24|https://www.congress.gov/116/bills/s4690/BILLS-116s4690is.pdf
Women’s Public Health and Safety Act|116|Senate|James Lankford(R) |Read twice and referred to the Committee on Finance.|2020-09-23|https://www.congress.gov/116/bills/s4658/BILLS-116s4658is.pdf
Women’s Public Health and Safety Act|116|House|Michael Cloud(R) |Referred to the House Committee on Energy and Commerce.|2020-09-23|https://www.congress.gov/116/bills/hr8353/BILLS-116hr8353ih.pdf
Expressing support for the designation of September 23, 2020, as "Mary Church Terrell Day", and calling on Congress to recognize Mary Church Terrell's lasting contributions to the civil rights and women's rights movements.|116|House|ELEANOR NORTON(D) |Referred to the House Committee on Oversight and Reform.|2020-09-23|https://www.congress.gov/116/bills/hres1146/BILLS-116hres1146ih.pdf
Maternal Health Quality Improvement Act of 2020|116|House|ELIOT ENGEL(D) |Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions.|2020-09-22|https://www.congress.gov/116/bills/hr4995/BILLS-116hr4995rfs.pdf
Protection of Women and Girls in Sports Act of 2020|116|Senate|Kelly Loeffler(R) |Read twice and referred to the Committee on Health, Education, Labor, and Pensions.|2020-09-22|https://www.congress.gov/116/bills/s4649/BILLS-116s4649is.pdf
No Surprise Bills for New Moms Act|116|House|Katie Porter(D) |Referred to the Committee on Energy and Commerce, and in addition to the Committees on Education and Labor, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.|2020-09-21|https://www.congress.gov/116/bills/hr8330/BILLS-116hr8330ih.pdf
Pregnant Workers Fairness Act|116|House|JERROLD NADLER(D) |Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions.|2020-09-17|https://www.congress.gov/116/bills/hr2694/BILLS-116hr2694eh.pdf
Stop Sexual Harassment in K–12 Act|116|House|Sean Casten(D) |Referred to the House Committee on Education and Labor.|2020-09-17|https://www.congress.gov/116/bills/hr8290/BILLS-116hr8290ih.pdf
A resolution expressing support for the brave men and women of our law enforcement agencies and urging the people of the United States to "Back the Blue".|116|Senate|Rick Scott(R) |Referred to the Committee on the Judiciary. (text: CR S5654)|2020-09-16|https://www.congress.gov/116/bills/sres697/BILLS-116sres697is.pdf
Authorizing the printing of a revised and updated version of the House document entitled Women in Congress, 1917–2006.|116|House|ZOE LOFGREN(D) |Message on Senate action sent to the House.|2020-09-16|https://www.congress.gov/116/bills/hconres92/BILLS-116hconres92enr.pdf
Providing for consideration of the bill (H.R. 2574) to amend title VI of the Civil Rights Act of 1964 to restore the right to individual civil actions in cases involving disparate impact, and for other purposes; providing for consideration of the bill (H.R. 2639) to establish the Strength in Diversity Program, and for other purposes; providing for consideration of the bill (H.R. 2694) to eliminate discrimination and promote women’s health and economic security by ensuring reasonable workplace accommodations for workers whose ability to perform the functions of a job are limited by pregnancy, childbirth, or a related medical condition; providing for consideration of the resolution (H. Res. 908) condemning all forms of anti-Asian sentiment as related to COVID–19; and for other purposes.|116|House|Mary Scanlon(D) |Motion to reconsider laid on the table Agreed to without objection.|2020-09-15|https://www.congress.gov/116/bills/hres1107/BILLS-116hres1107eh.pdf
National Women’s Hall of Fame Commemorative Coin Act of 2020|116|House|Joseph Morelle(D) |Referred to the House Committee on Financial Services.|2020-09-14|https://www.congress.gov/116/bills/hr8242/BILLS-116hr8242ih.pdf
Protect Black Women and Girls Act of 2020|116|House|Robin Kelly(D) |Referred to the Committee on the Judiciary, and in addition to the Committees on Education and Labor, Energy and Commerce, and Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.|2020-09-11|https://www.congress.gov/116/bills/hr8196/BILLS-116hr8196ih.pdf
Supporting Survivors of Sexual Harassment in Schools Act of 2020|116|House|Grace Meng(D) |Referred to the House Committee on Education and Labor.|2020-09-08|https://www.congress.gov/116/bills/hr8193/BILLS-116hr8193ih.pdf
Maternal Health Pandemic Response Act of 2020|116|House|Lauren Underwood(D) |Referred to the Subcommittee for Indigenous Peoples of the United States.|2020-09-04|https://www.congress.gov/116/bills/hr8027/BILLS-116hr8027ih.pdf
Expressing support for the designation of the week of August 25 through August 31, 2020, as "Black Breastfeeding Week" to bring national attention to the United States maternal child health crisis in the Black community and the important role that breastfeeding plays in improving maternal and infant health outcomes.|116|House|Alma Adams(D) |Referred to the House Committee on Energy and Commerce.|2020-09-01|https://www.congress.gov/116/bills/hres1096/BILLS-116hres1096ih.pdf
Expressing support for the designation of September 2020 as National Campus Sexual Assault Awareness Month.|116|House|ELEANOR NORTON(D) |Referred to the House Committee on Oversight and Reform.|2020-08-25|https://www.congress.gov/116/bills/hres1095/BILLS-116hres1095ih.pdf
Recognizing the importance and significance of the Justice Bell in the women's suffrage movement.|116|House|Madeleine Dean(D) |Referred to the House Committee on the Judiciary.|2020-08-18|https://www.congress.gov/116/bills/hres1087/BILLS-116hres1087ih.pdf
A bill to improve provisions of law relating to sexual harassment and assault prevention at the National Oceanic and Atmospheric Administration, and for other purposes.|116|Senate|Maria Cantwell(D) |Placed on Senate Legislative Calendar under General Orders. Calendar No. 520.|2020-08-13|https://www.congress.gov/116/bills/s2782/BILLS-116s2782rs.pdf
End Taxpayer Funding of Gender Experimentation Act of 2020|116|House|Doug LaMalfa(R) |Referred to the Committee on Energy and Commerce, and in addition to the Committees on the Judiciary, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.|2020-08-11|https://www.congress.gov/116/bills/hr8013/BILLS-116hr8013ih.pdf
A resolution designating August 16, 2020, as "National Airborne Day".|116|Senate|Lisa Murkowski(R) |Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S5345; text: CR S5290)|2020-08-06|https://www.congress.gov/116/bills/sres677/BILLS-116sres677ats.pdf
A resolution congratulating the men and women of the Commercial Crew Program of the National Aeronautics and Space Administration and Space Exploration Technologies Corporation and astronauts Robert L. Behnken and Douglas G. Hurley on the successful completion of the Crew Dragon Demo-2 test flight.|116|Senate|Ted Cruz(R) |Referred to the Committee on Commerce, Science, and Transportation. (text: CR S5289)|2020-08-06|https://www.congress.gov/116/bills/sres675/BILLS-116sres675is.pdf
Lori Jackson Domestic Violence Survivor Protection Act|116|Senate|Richard Blumenthal(D) |Read twice and referred to the Committee on the Judiciary.|2020-08-05|https://www.congress.gov/116/bills/s4443/BILLS-116s4443is.pdf
Lori Jackson Domestic Violence Survivor Protection Act|116|House|James Himes(D) |Referred to the House Committee on the Judiciary.|2020-08-04|https://www.congress.gov/116/bills/hr7930/BILLS-116hr7930ih.pdf
Uterine Fibroid Research and Education Act of 2020|116|Senate|Kamala Harris(D) |Read twice and referred to the Committee on Health, Education, Labor, and Pensions.|2020-08-03|https://www.congress.gov/116/bills/s4397/BILLS-116s4397is.pdf
Newborn CARES Act|116|House|WILLIAM PASCRELL(D) |Referred to the Subcommittee on Select Revenue Measures.|2020-07-30|https://www.congress.gov/116/bills/hr7884/BILLS-116hr7884ih.pdf
Supporting the designation of August 2020 as National Women’s Suffrage Month.|116|House|Debbie Lesko(R) |Motion to reconsider laid on the table Agreed to without objection.|2020-07-29|https://www.congress.gov/116/bills/hres1046/BILLS-116hres1046eh.pdf
Abortion is Health Care Everywhere Act of 2020|116|House|JANICE SCHAKOWSKY(D) |Referred to the House Committee on Foreign Affairs.|2020-07-29|https://www.congress.gov/116/bills/hr7816/BILLS-116hr7816ih.pdf
Abortion Providers Loan Elimination Act|116|House|Roger Marshall(R) |Referred to the House Committee on Small Business.|2020-07-27|https://www.congress.gov/116/bills/hr7792/BILLS-116hr7792ih.pdf
To amend title 10, United States Code, to authorize military judges and military magistrates to issue military court protective orders, and to direct the Secretary of Defense to establish a military-civilian task force on domestic violence and related information collection activities.|116|House|Jackie Speier(D) |Referred to the House Committee on Armed Services.|2020-07-24|https://www.congress.gov/116/bills/hr7789/BILLS-116hr7789ih.pdf
Protecting Moms Who Served Act|116|House|Lauren Underwood(D) |Committee Hearings Held.|2020-07-23|https://www.congress.gov/116/bills/hr6141/BILLS-116hr6141ih.pdf
Mothers and Newborns Success Act|116|Senate|Timothy Kaine(D) |Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (Sponsor introductory remarks on measure: CR S4425)|2020-07-22|https://www.congress.gov/116/bills/s4269/BILLS-116s4269is.pdf
Protect Access to Birth Control Act|116|Senate|Patty Murray(D) |Read twice and referred to the Committee on Health, Education, Labor, and Pensions.|2020-07-21|https://www.congress.gov/116/bills/s4246/BILLS-116s4246is.pdf
Black Maternal Health Momnibus Act of 2020|116|House|Lauren Underwood(D) |Referred to the Subcommittee on Health.|2020-07-13|https://www.congress.gov/116/bills/hr6142/BILLS-116hr6142ih.pdf
Protect Access to Birth Control Act|116|House|DIANA DEGETTE(D) |Referred to the Committee on Energy and Commerce, and in addition to the Committees on Education and Labor, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.|2020-07-09|https://www.congress.gov/116/bills/hr7517/BILLS-116hr7517ih.pdf
A resolution designating August 2020 as "National Women's Suffrage Month".|116|Senate|Tammy Baldwin(D) |Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote. (consideration: CR S4240; text: CR S4231-4232)|2020-07-02|https://www.congress.gov/116/bills/sres648/BILLS-116sres648ats.pdf
Ban Birth Tourism Act of 2020|116|Senate|Marsha Blackburn(R) |Read twice and referred to the Committee on the Judiciary.|2020-07-02|https://www.congress.gov/116/bills/s4161/BILLS-116s4161is.pdf
Supporting the designation of July 2020 as Uterine Fibroids Awareness Month.|116|House|David Scott(D) |Referred to the House Committee on Energy and Commerce.|2020-07-01|https://www.congress.gov/116/bills/hres1040/BILLS-116hres1040ih.pdf
Expressing support for the Fourth of July, America's birthday, and bringing celebration and fireworks to our Nation's "Shrine of Democracy" at Mount Rushmore.|116|House|Dusty Johnson(R) |Referred to the House Committee on Oversight and Reform.|2020-07-01|https://www.congress.gov/116/bills/hres1036/BILLS-116hres1036ih.pdf
To direct the Comptroller General of the United States to conduct a study regarding women involuntarily separated or discharged from the Armed Forces due to pregnancy or parenthood, and for other purposes.|116|House|Julia Brownley(D) |Referred to the Committee on Armed Services, and in addition to the Committee on Veterans' Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.|2020-06-26|https://www.congress.gov/116/bills/hr7383/BILLS-116hr7383ih.pdf
Expressing the sense of the House of Representatives that the wrongs and hardships of Black women are often equal to those experienced by Black men yet receive less attention and justice, and that any legislation passed in the House of Representatives to remedy racial inequities in the United States, especially those present in the criminal justice system, must include reforms to address concerns for Black women.|116|House|Bonnie Watson Coleman(D) |Referred to the House Committee on the Judiciary.|2020-06-26|https://www.congress.gov/116/bills/hres1027/BILLS-116hres1027ih.pdf
Ensuring Access to Primary Care for Women & Children Act|116|Senate|Sherrod Brown(D) |Read twice and referred to the Committee on Finance.|2020-06-25|https://www.congress.gov/116/bills/s4088/BILLS-116s4088is.pdf
A resolution expressing support for the Fourth of July, America's birthday, and the hundreds of businesses and workers that make up the fireworks industry.|116|Senate|Mike Rounds(R) |Referred to the Committee on the Judiciary. (text: CR S3129)|2020-06-22|https://www.congress.gov/116/bills/sres635/BILLS-116sres635is.pdf
A resolution designating June 12, 2020, as "Women Veterans Appreciation Day".|116|Senate|Cory Booker(D) |Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent. (text: 6/11/2020 CR S2937)|2020-06-18|https://www.congress.gov/116/bills/sres616/BILLS-116sres616ats.pdf
Keeping Women and Girls Safe from the Start Act of 2020|116|Senate|Robert Menendez(D) |Read twice and referred to the Committee on Foreign Relations.|2020-06-18|https://www.congress.gov/116/bills/s4003/BILLS-116s4003is.pdf
Women’s Economic Empowerment in Trade Act of 2020|116|Senate|Bob Casey(D) |Read twice and referred to the Committee on Finance.|2020-06-18|https://www.congress.gov/116/bills/s4007/BILLS-116s4007is.pdf
A resolution supporting the goals of International Women's Day.|116|Senate|Jeanne Shaheen(D) |Resolution agreed to in Senate with an amendment and an amended preamble by Voice Vote. (consideration: CR S3019-3022; text: CR S3021-3022)|2020-06-16|https://www.congress.gov/116/bills/sres533/BILLS-116sres533ats.pdf
Supporting Survivors of Military Sexual Trauma Act of 2020|116|House|Jackie Speier(D) |Referred to the Subcommittee on Health.|2020-06-16|https://www.congress.gov/116/bills/hr6125/BILLS-116hr6125ih.pdf
Expressing support for the designation of June 12, 2020, as "Women Veterans Appreciation Day".|116|House|Mikie Sherrill(D) |Referred to the House Committee on Oversight and Reform.|2020-06-11|https://www.congress.gov/116/bills/hres1000/BILLS-116hres1000ih.pdf
Expressing support for the Fourth of July, America's birthday, and the hundreds of businesses and workers that make up the fireworks industry.|116|House|Dusty Johnson(R) |Referred to the House Committee on Energy and Commerce.|2020-06-11|https://www.congress.gov/116/bills/hres997/BILLS-116hres997ih.pdf
A resolution expressing the sense of the Senate that the tragic death of George Floyd was unjust and the perpetrators must stand trial and be brought to justice, the First Amendment of the Constitution guarantees individuals the right to peaceably assemble and protest, groups like Antifa and the individuals who took over peaceful protests with violence, chaos, looting, and destruction should be held accountable for their actions, the attacks on law enforcement, individuals, small businesses, and communities are causing death, injury and millions of dollars in damage, the vast majority of men and women in law enforcement work tirelessly and risk their lives to protect the people of the United States without prejudice, police departments are the cornerstone for maintaining a society of order, calls to defund the police threaten the safety and security of the people of the United States, Congress will continue to appropriate funding to local law enforcement agencies that bolster police efforts, and the Nation must come together in healing, reconciliation, and prayer to reaffirm that every life is sacred, our society must strive for equality, and that we will work to ensure a tragedy like George Floyd's never happens again in the United States.|116|Senate|Kelly Loeffler(R) |Referred to the Committee on the Judiciary. (text: CR S2810-2811)|2020-06-09|https://www.congress.gov/116/bills/sres612/BILLS-116sres612is.pdf
COVID-19 Pandemic Moment of Silence Act|116|Senate|Brian Schatz(D) |Held at the desk.|2020-06-04|https://www.congress.gov/116/bills/s3846/BILLS-116s3846es.pdf
A resolution designating May 5, 2020, as the "National Day of Awareness for Missing and Murdered Native Women and Girls".|116|Senate|Steve Daines(R) |Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote. (consideration: CR S2700; text: CR S2699)|2020-06-03|https://www.congress.gov/116/bills/sres606/BILLS-116sres606ats.pdf
COVID–19 Pandemic Moment of Silence Act|116|House|ANNA ESHOO(D) |Referred to the House Committee on Energy and Commerce.|2020-06-01|https://www.congress.gov/116/bills/hr7070/BILLS-116hr7070ih.pdf
Good Samaritan Menstrual Products Act|116|House|Grace Meng(D) |Referred to the House Committee on the Judiciary.|2020-05-28|https://www.congress.gov/116/bills/hr7054/BILLS-116hr7054ih.pdf
Commending the efforts and honoring the work of the men and women of the USNS Comfort, the USNS Mercy, and the United States Navy in the response to those affected by the COVID-19 outbreaks in Los Angeles, California, and New York, New York.|116|House|Guy Reschenthaler(R) |Referred to the Committee on Energy and Commerce, and in addition to the Committee on Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.|2020-05-22|https://www.congress.gov/116/bills/hres979/BILLS-116hres979ih.pdf
MOM-AND-POP Act|116|House|Gus Bilirakis(R) |Referred to the House Committee on Small Business.|2020-05-22|https://www.congress.gov/116/bills/hr6960/BILLS-116hr6960ih.pdf
Expressing support for a national day of mourning, a recurring moment of silence in the House of Representatives, and a national memorial for American civilians killed by COVID-19.|116|House|Debra Haaland(D) |Referred to the Committee on Energy and Commerce, and in addition to the Committee on Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.|2020-05-22|https://www.congress.gov/116/bills/hres975/BILLS-116hres975ih.pdf
A resolution designating May 1, 2020, as the "United States Foreign Service Day" in recognition of the men and women who have served, or are presently serving, in the Foreign Service of the United States, and honoring the members of the Foreign Service who have given their lives in the line of duty.|116|Senate|Dan Sullivan(R) |Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent. (text: 05/04/2020 CR S2216-2217)|2020-05-21|https://www.congress.gov/116/bills/sres556/BILLS-116sres556ats.pdf
COVID–19 Pandemic Moment of Silence Act|116|Senate|Brian Schatz(D) |Read twice and referred to the Committee on the Judiciary.|2020-05-21|https://www.congress.gov/116/bills/s3817/BILLS-116s3817is.pdf
Military Moms’ Mental Health Assessment Act|116|Senate|Richard Blumenthal(D) |Read twice and referred to the Committee on Armed Services.|2020-05-21|https://www.congress.gov/116/bills/s3809/BILLS-116s3809is.pdf
HEAL for Immigrant Women and Families Act of 2020|116|Senate|Cory Booker(D) |Read twice and referred to the Committee on Finance.|2020-05-21|https://www.congress.gov/116/bills/s3799/BILLS-116s3799is.pdf
