Protecting Students from Sexual and Violent Predators Act|111|House|GEORGE MILLER(D) |Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions.|2010-12-22|https://www.congress.gov/111/bills/hr6547/BILLS-111hr6547rfs.pdf
Domestic Minor Sex Trafficking Deterrence and Victims Support Act of 2010|111|Senate|Ron Wyden(D) |Message on House action received in Senate and at desk: House amendment to Senate bill.|2010-12-21|https://www.congress.gov/111/bills/s2925/BILLS-111s2925eah.pdf
International Violence Against Women Act of 2010|111|Senate|JOHN KERRY(D) |Placed on Senate Legislative Calendar under General Orders. Calendar No. 725.|2010-12-21|https://www.congress.gov/111/bills/s2982/BILLS-111s2982rs.pdf
Preventing Sex Offenders Access to Children in Our Communities Act of 2010|111|House|PETER KING(R) |Referred to House Oversight and Government Reform|2010-12-21|https://www.congress.gov/111/bills/hr6566/BILLS-111hr6566ih.pdf
Disapproving Judge Walker's Proposition 8 Decision on Same-Sex Marriage.|111|House|LAMAR SMITH(R) |Referred to the Subcommittee on Courts and Competition Policy.|2010-12-20|https://www.congress.gov/111/bills/hres1607/BILLS-111hres1607ih.pdf
Sex Offender Notification of International Travel Act|111|House|LORETTA SANCHEZ(D) |Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.|2010-12-20|https://www.congress.gov/111/bills/hr6266/BILLS-111hr6266ih.pdf
Condemning and deploring the murderous attacks, bombings, kidnappings, and threats against vulnerable religious communities in Iraq, in particular the attack against Our Lady of Salvation Church in Baghdad on October 31, 2010, and for other purposes.|111|House|CHRISTOPHER SMITH(R) |Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law.|2010-12-20|https://www.congress.gov/111/bills/hres1725/BILLS-111hres1725ih.pdf
Recognizing Mark Twain as one of America's most famous literary icons on the 175th anniversary of his birth and the 100th anniversary of his death.|111|House|VICTOR SNYDER(D) |Motion to reconsider laid on the table Agreed to without objection.|2010-12-17|https://www.congress.gov/111/bills/hres1733/BILLS-111hres1733eh.pdf
International Protecting Girls by Preventing Child Marriage Act of 2010|111|Senate|Richard Durbin(D) |On motion to suspend the rules and pass the bill Failed by the Yeas and Nays: (2/3 required): 241 - 166 (Roll no. 645).|2010-12-16|https://www.congress.gov/111/bills/s987/BILLS-111s987rfh.pdf
Preventing Sex Offenders Access to Children in Our Communities Act of 2010|111|Senate|Charles Schumer(D) |Read twice and referred to the Committee on the Judiciary.|2010-12-15|https://www.congress.gov/111/bills/s4029/BILLS-111s4029is.pdf
Gold Medal of Remembrance for the Sons and Daughters of Our Fallen Act of 2010|111|House|DANA ROHRABACHER(R) |Referred to the Subcommittee on Military Personnel.|2010-12-13|https://www.congress.gov/111/bills/hr6443/BILLS-111hr6443ih.pdf
A joint resolution proposing an amendment to the Constitution of the United States relative to equal rights for men and women.|111|Senate|Robert Menendez(D) |Read twice and referred to the Committee on the Judiciary.|2010-12-10|https://www.congress.gov/111/bills/sjres41/BILLS-111sjres41is.pdf
Veterans, Women, Families with Children, and Persons With Disabilities Housing Fairness Act of 2010|111|House|Al Green(D) |Placed on the Union Calendar, Calendar No. 404.|2010-12-09|https://www.congress.gov/111/bills/hr476/BILLS-111hr476rh.pdf
Recognizing the 500th anniversary of the birth of Italian architect Andrea Palladio.|111|House|WILLIAM PASCRELL(D) |Message on Senate action sent to the House.|2010-12-07|https://www.congress.gov/111/bills/hconres259/BILLS-111hconres259enr.pdf
A resolution recognizing the 20th anniversary of the National Institutes of Health Office of Research on Women's Health and the continuing leadership and achievements of the Office on Women's Health in conducting and supporting biomedical research to improve women's health.|111|Senate|BARBARA MIKULSKI(D) |Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S8557-8558; text as passed Senate: CR S8558; text of measure as introduced: CR S8555-8556)|2010-12-06|https://www.congress.gov/111/bills/sres695/BILLS-111sres695ats.pdf
Recognizing the 20th anniversary of the National Institutes of Health Office of Research on Women's Health and its continuing leadership and achievements in conducting and supporting biomedical research to improve women's health.|111|House|LOUISE SLAUGHTER(D) |Referred to the House Committee on Energy and Commerce.|2010-12-02|https://www.congress.gov/111/bills/hres1750/BILLS-111hres1750ih.pdf
To suspend temporarily the duty on certain work boots for women.|111|House|Russ Carnahan(D) |Referred to the House Committee on Ways and Means.|2010-12-02|https://www.congress.gov/111/bills/hr6480/BILLS-111hr6480ih.pdf
To suspend temporarily the duty on certain work footwear for women covering the ankle.|111|House|Russ Carnahan(D) |Referred to the House Committee on Ways and Means.|2010-12-02|https://www.congress.gov/111/bills/hr6477/BILLS-111hr6477ih.pdf
To suspend temporarily the duty on certain work footwear for women.|111|House|Russ Carnahan(D) |Referred to the House Committee on Ways and Means.|2010-12-02|https://www.congress.gov/111/bills/hr6476/BILLS-111hr6476ih.pdf
To direct the Secretary of Veterans Affairs to display in each facility of the Department of Veterans Affairs a Women Veterans Bill of Rights and to display in each prosthetics and orthotics clinic of the Department an Injured and Amputee Veterans Bill of Rights, and for other purposes.|111|House|BOB FILNER(D) |Received in the Senate and Read twice and referred to the Committee on Veterans' Affairs.|2010-12-01|https://www.congress.gov/111/bills/hr5953/BILLS-111hr5953rfs.pdf
A resolution commemorating the 175th anniversary of the birth of Mark Twain.|111|Senate|Claire McCaskill(D) |Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S8292-8293; text as passed Senate: CR S8292-8293; text of measure as introduced: CR S8304)|2010-11-30|https://www.congress.gov/111/bills/sres690/BILLS-111sres690ats.pdf
Commemorating the national partnership between Alpha Phi Alpha, Kappa Alpha Psi and Omega Psi Phi Fraternities and Big Brothers Big Sisters.|111|House|Emanuel Cleaver(D) |Referred to the Subcommittee on Healthy Families and Communities.|2010-11-18|https://www.congress.gov/111/bills/hconres317/BILLS-111hconres317ih.pdf
Social Security Widows and Spousal Protection Act|111|House|Chellie Pingree(D) |Referred to the House Committee on Ways and Means.|2010-11-18|https://www.congress.gov/111/bills/hr6442/BILLS-111hr6442ih.pdf
HEART for Women Act|111|House|LOIS CAPPS(D) |Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions.|2010-11-15|https://www.congress.gov/111/bills/hr1032/BILLS-111hr1032rfs.pdf
Birth Defects Prevention, Risk Reduction, and Awareness Act of 2010|111|House|ROSA DELAURO(D) |Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions.|2010-11-15|https://www.congress.gov/111/bills/hr5462/BILLS-111hr5462rfs.pdf
Commending the Women's Bureau of the U.S. Department of Labor on its 90th anniversary.|111|House|ROSA DELAURO(D) |Referred to the Subcommittee on Health, Employment, Labor, and Pensions.|2010-10-13|https://www.congress.gov/111/bills/hres1589/BILLS-111hres1589ih.pdf
21st Century STEM for Girls and Underrepresented Minorities Act|111|House|LYNN WOOLSEY(D) |Referred to the Subcommittee on Early Childhood, Elementary, and Secondary Education.|2010-10-13|https://www.congress.gov/111/bills/hr6078/BILLS-111hr6078ih.pdf
Supporting the goals and purpose of Gold Star Mothers Day, which is observed on the last Sunday in September of each year in remembrance of the supreme sacrifice made by mothers who lose a son or daughter serving in the Armed Forces.|111|House|Peter Roskam(R) |Motion to reconsider laid on the table Agreed to without objection.|2010-09-30|https://www.congress.gov/111/bills/hres1617/BILLS-111hres1617eh.pdf
Unborn Child Pain Awareness Act of 2010|111|Senate|Mike Johanns(R) |Read twice and referred to the Committee on Health, Education, Labor, and Pensions.|2010-09-29|https://www.congress.gov/111/bills/s14/BILLS-111s14is.pdf
A resolution supporting the goals and ideals of National Domestic Violence Awareness Month and expressing the sense of the Senate that Congress should continue to raise awareness of domestic violence in the United States and its devastating effects on families and communities, and support programs designed to end domestic violence.|111|Senate|Amy Klobuchar(D) |Referred to the Committee on the Judiciary. (text of measure as introduced: CR S7835)|2010-09-29|https://www.congress.gov/111/bills/sres663/BILLS-111sres663is.pdf
Recognizing the myriad contributions of female ambassadors and members of the Foreign Service to help build a more free, prosperous, and secure world.|111|House|EDDIE JOHNSON(D) |Referred to the House Committee on Foreign Affairs.|2010-09-29|https://www.congress.gov/111/bills/hres1698/BILLS-111hres1698ih.pdf
Recognizing the 10th anniversary of the unanimous adoption of United Nations Security Council Resolution 1325 on women, peace, and security.|111|House|Russ Carnahan(D) |Referred to the House Committee on Foreign Affairs.|2010-09-29|https://www.congress.gov/111/bills/hres1676/BILLS-111hres1676ih.pdf
A resolution designating December 18, 2010, as "Gold Star Wives Day".|111|Senate|Richard Burr(R) |Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S7666-7669; text as passed Senate: CR S7666; text of measure as introduced: CR S7636)|2010-09-28|https://www.congress.gov/111/bills/sres654/BILLS-111sres654ats.pdf
Supporting the goals and ideals of National Domestic Violence Awareness Month 2010 and expressing the sense of the House of Representatives that Congress should continue to raise awareness of domestic violence in the United States and its devastating effects on families and communities, and support programs and practices designed to prevent and end domestic violence.|111|House|Ted Poe(R) |Motion to reconsider laid on the table Agreed to without objection.|2010-09-28|https://www.congress.gov/111/bills/hres1637/BILLS-111hres1637eh.pdf
Recognizing the service of the medical and air crews in helping our wounded warriors make the expeditious and safe trip home to the United States and commending the personnel of the Air Force for their commitment to the well-being of all our service men and women.|111|House|MIKE THOMPSON(D) |Motion to reconsider laid on the table Agreed to without objection.|2010-09-28|https://www.congress.gov/111/bills/hres1605/BILLS-111hres1605eh.pdf
Congratulating the Seattle Storm for their remarkable season and winning the 2010 Women's National Basketball Association Championship.|111|House|JIM MCDERMOTT(D) |Referred to the House Committee on Oversight and Government Reform.|2010-09-28|https://www.congress.gov/111/bills/hres1671/BILLS-111hres1671ih.pdf
NEWBORN Act|111|House|Steve Cohen(D) |Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions.|2010-09-23|https://www.congress.gov/111/bills/hr3470/BILLS-111hr3470rfs.pdf
Urging the Secretary of Veterans Affairs to acquire and utilize the Our Lady of Lourdes Regional Medical Center in Lafayette, Louisiana as a full-service Department of Veterans Affairs hospital to better serve veterans throughout the Acadiana region of Louisiana.|111|House|Charlie Melancon(D) |Referred to the House Committee on Veterans' Affairs.|2010-09-22|https://www.congress.gov/111/bills/hres1647/BILLS-111hres1647ih.pdf
To amend the Internal Revenue Code of 1986 to allow a credit for infant formula rebates paid under the Special Supplemental Nutrition Program for Women, Infants, and Children.|111|House|Brad Ellsworth(D) |Referred to the House Committee on Ways and Means.|2010-09-22|https://www.congress.gov/111/bills/hr6159/BILLS-111hr6159ih.pdf
A resolution commending the Seattle Storm for winning the 2010 Women's National Basketball Association Championship.|111|Senate|Maria Cantwell(D) |Referred to the Committee on the Judiciary. (text of measure as introduced: CR S7281)|2010-09-21|https://www.congress.gov/111/bills/sres637/BILLS-111sres637is.pdf
A resolution congratulating Walter Breuning on the occasion of his 114th birthday.|111|Senate|MAX BAUCUS(D) |Referred to the Committee on the Judiciary. (text of measure as introduced: CR S7281)|2010-09-21|https://www.congress.gov/111/bills/sres636/BILLS-111sres636is.pdf
Commemorating the 100th anniversary of the birth, and honoring the life and legacy, of Mother Teresa.|111|House|Jeff Fortenberry(R) |Referred to the House Committee on Foreign Affairs.|2010-09-14|https://www.congress.gov/111/bills/hres1615/BILLS-111hres1615ih.pdf
Congratulating the Texas A&M University Aggies for winning the men's and women's NCAA Division I Outdoor Track and Field Championship.|111|House|CHET EDWARDS(D) |Referred to the Subcommittee on Higher Education, Lifelong Learning, and Competitiveness.|2010-09-13|https://www.congress.gov/111/bills/hres1450/BILLS-111hres1450ih.pdf
Excluding Abortion Coverage from Health Reform Act|111|Senate|TOM COBURN(R) |Read twice and referred to the Committee on Health, Education, Labor, and Pensions.|2010-08-05|https://www.congress.gov/111/bills/s3723/BILLS-111s3723is.pdf
No Taxpayer Funding for Abortion Act|111|House|CHRISTOPHER SMITH(R) |Referred to House Ways and Means|2010-07-29|https://www.congress.gov/111/bills/hr5939/BILLS-111hr5939ih.pdf
A resolution designating August 16, 2010, as "National Airborne Day".|111|Senate|Lisa Murkowski(R) |Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S6456-6457; text as passed Senate: CR S6456-6457; text of measure as introduced: CR S6442)|2010-07-28|https://www.congress.gov/111/bills/sres599/BILLS-111sres599ats.pdf
A concurrent resolution recognizing the 500th anniversary of the birth of Italian architect Andrea Palladio.|111|Senate|MICHAEL ENZI(R) |Referred to the Committee on the Judiciary. (text of measure as introduced: CR S6443)|2010-07-28|https://www.congress.gov/111/bills/sconres69/BILLS-111sconres69is.pdf
Pregnant and Parenting Students Access to Education Act of 2010|111|House|Jared Polis(D) |Referred to the House Committee on Education and Labor.|2010-07-28|https://www.congress.gov/111/bills/hr5894/BILLS-111hr5894ih.pdf
To restrict passports of certain sex offenders, and for other purposes.|111|House|Ted Poe(R) |Referred to the House Committee on Foreign Affairs.|2010-07-27|https://www.congress.gov/111/bills/hr5870/BILLS-111hr5870ih.pdf
Expressing the sense of the Congress concerning contraceptives for women.|111|House|NITA LOWEY(D) |Referred to the House Committee on Energy and Commerce.|2010-07-27|https://www.congress.gov/111/bills/hconres305/BILLS-111hconres305ih.pdf
Sons and Daughters of America Act|111|House|TODD TIAHRT(R) |Referred to the Subcommittee on Courts and Competition Policy.|2010-07-26|https://www.congress.gov/111/bills/hr5365/BILLS-111hr5365ih.pdf
To protect the civil rights of victims of gender-motivated violence and to promote public safety, health, and regulate activities affecting interstate commerce by creating employer liability for negligent conduct that results in an individual's committing a gender-motivated crime of violence against another individual on premises controlled by the employer, and for other purposes.|111|House|CAROLYN MALONEY(D) |Referred to the Subcommittee on Courts and Competition Policy.|2010-07-26|https://www.congress.gov/111/bills/hr4885/BILLS-111hr4885ih.pdf
