A joint resolution designating October 1988 as "Pregnancy and Infant Loss Awareness Month".|100|Senate|RUDOLF BOSCHWITZ(R) |Became Public Law No: 100-661.|1988-11-15|https://www.congress.gov/100/statute/STATUTE-102/STATUTE-102-Pg3923.pdf
An Act to authorize the Vietnam Women's Memorial Project, Inc., to construct within the Vietnam Veterans' Memorial site in the District of Columbia a specific commemoration of women of the United States who served in the Republic of Vietnam during the Vietnam conflict.|100|Senate|DAVID DURENBERGER(R) |Became Public Law No: 100-660.|1988-11-15|https://www.congress.gov/100/statute/STATUTE-102/STATUTE-102-Pg3922.pdf
A joint resolution authorizing the Vietnam Women's Memorial Project, Inc. to establish a memorial on Federal land in the District of Columbia or its environs to honor women of the Armed Forces of the United States who served in the Republic of Vietnam during the Vietnam era.|100|House|G. MONTGOMERY(D) |For Further Action See S.2042.|1988-11-15|NA
Older Women's Cancer Prevention Act of 1988|100|House|BARBARA KENNELLY(D) |Referred to Subcommittee on Health and the Environment.|1988-11-15|NA
A bill to amend the Internal Revenue Code of 1986 with respect to the definition of preproductive period under the uniform capitalization rules.|100|House|TOM PETRI(R) |Provisions of Measure Incorporated Into H.R.4333.|1988-11-10|NA
A bill to amend the Public Health Service Act to revise and extend the program of grants for the prevention and control of sexually transmitted diseases.|100|House|HENRY WAXMAN(D) |For Further Action See S.2889.|1988-11-04|NA
Women's Business Ownership Act of 1988|100|House|JOHN LAFALCE(D) |Became Public Law No: 100-533.|1988-10-25|https://www.congress.gov/100/statute/STATUTE-102/STATUTE-102-Pg2689.pdf
A joint resolution designating November 6-12, 1988, as "National Women Veterans Recognition Week".|100|House|MICHAEL BILIRAKIS(R) |Became Public Law No: 100-514.|1988-10-20|https://www.congress.gov/100/statute/STATUTE-102/STATUTE-102-Pg2562.pdf
Older Women's Cancer Prevention Act of 1988|100|Senate|CHRISTOPHER DODD(D) |Read twice and referred to the Committee on Finance.|1988-10-20|NA
A bill to authorize the conveyance to the Columbia Hospital for Women of certain parcels of land in the District of Columbia, and for other purposes.|100|House|WALTER FAUNTROY(D) |Reported to House by House Committee on District of Columbia. Report No: 100-1085 (Part I).|1988-10-13|NA
A joint resolution designating the week beginning November 6, 1988, as "National Women Veterans Recognition Week".|100|Senate|ALAN CRANSTON(D) |Indefinitely postponed by Senate by Unanimous Consent.|1988-10-07|NA
Adolescent Pregnancy Prevention, Care, and Research Grants Act of 1988|100|Senate|EDWARD KENNEDY(D) |Placed on Senate Legislative Calendar under General Orders. Calendar No. 1125.|1988-10-07|NA
A bill to increase the amount authorized to be appropriated for acquisition at the Women's Rights National Historical Park.|100|House|FRANK HORTON(R) |Became Public Law No: 100-475.|1988-10-06|https://www.congress.gov/100/statute/STATUTE-102/STATUTE-102-Pg2303.pdf
A bill for the relief of the vessel "Foxy Lady III".|100|House|JIM MOODY(D) |Referred to Subcommittee on Merchant Marine.|1988-10-06|NA
A bill to amend the Public Health Service Act to improve the provision of drug treatment services for pregnant women.|100|Senate|JOHN CHAFEE(R) |Committee on Labor and Human Resources requested executive comment from Health and Human Services Department, OMB.|1988-09-30|NA
A concurrent resolution authorizing printing of the booklet entitled "Women in Congress".|100|House|CORINNE BOGGS(D) |Received in the Senate and referred to the Committee on Rules.|1988-09-26|NA
A bill to prohibit in any program or activity under the jurisdiction of a State educational agency or local educational agency that receives Federal financial assistance the recording of information relating to sexual maturity, including any description of any sexual part, or any rating or scale based on such description, with respect to any individual other than an employee of such an agency who is at least 21 years of age.|100|House|GARY ACKERMAN(D) |Referred to Subcommittee on Elementary, Secondary and Vocational Education.|1988-09-16|NA
A bill to amend title V of the Social Security Act to provide for supplemental resources to enhance the delivery of health services to pregnant women and infants.|100|Senate|DONALD RIEGLE(D) |Read twice and referred to the Committee on Finance.|1988-09-15|NA
A bill to amend title XIX of the Social Security Act to provide coverage for certain outreach activities undertaken at the option of a State for the purpose of identifying pregnant women and children who are eligible for medical assistance and assisting them in applying for and receiving such assistance, and for other purposes.|100|Senate|THOMAS DASCHLE(D) |Read twice and referred to the Committee on Finance.|1988-09-13|NA
Adolescent Pregnancy and Parenthood Act of 1988|100|House|GEORGE LELAND(D) |Referred to Subcommittee on Health and the Environment.|1988-09-09|NA
A resolution to recognize Claude Denson Pepper, on the occasion of his 88th birthday, for the contributions that he has made to the quality of life of all Americans.|100|House|RICHARD GEPHARDT(D) |Resolution Agreed to in House by Voice Vote.|1988-09-08|NA
A joint resolution to give special recognition to the birth and achievements of Aldo Leopold.|100|Senate|ROBERT KASTEN(R) |Became Public Law No: 100-389.|1988-08-11|https://www.congress.gov/100/statute/STATUTE-102/STATUTE-102-Pg963.pdf
A bill to prevent the mailing of unsolicited sexually oriented advertisements, and for other purposes.|100|House|THOMAS RIDGE(R) |Subcommittee Hearings Held.|1988-08-11|NA
A joint resolution designating October 1988 as "National Domestic Violence Awareness Month".|100|Senate|ARLEN SPECTER(R) |Read twice and referred to the Committee on Judiciary.|1988-08-11|NA
Women's Business Ownership Act of 1988|100|Senate|BARBARA MIKULSKI(D) |Read twice and referred to the Committee on Small Business.|1988-08-11|NA
A resolution to honor Eugene O'Neill for his priceless contribution to the canon of American literature in this the hundredth anniversary year of his birth.|100|Senate|DANIEL MOYNIHAN(D) |Resolution agreed to in Senate without amendment and with a preamble by Voice Vote.|1988-07-26|NA
A bill to increase the amount authorized to be appropriated for acquisition at the Women's Rights National Historical Park|100|Senate|DANIEL MOYNIHAN(D) |Committee on Energy and Natural Resources requested executive comment from Interior Department, OMB.|1988-07-14|NA
A joint resolution designating October 1988 as "National Domestic Violence Awareness Month".|100|House|LOUISE SLAUGHTER(D) |Referred to House Committee on Post Office and Civil Service.|1988-07-14|NA
A bill to amend the Public Health Service Act to require that individuals convicted of crimes relating to sexual misconduct be tested with respect to acquired immune deficiency syndrome, and for other purposes.|100|House|JAN MEYERS(R) |Referred to Subcommittee on Health and the Environment.|1988-07-12|NA
A concurrent resolution commending His Majesty King Taufa' ahau Tupou IV, the Parliament, and the people of the Kingdom of Tonga on the occasion of the centennial of the Treaty of Amity, Commerce, and Navigation between the United States and the Kingdom of Tonga and the 21st anniversary of the coronation of, and 70th birthday of, His Majesty King Taufa' ahau Tupou IV.|100|House|ROBERT LAGOMARSINO(R) |Resolution agreed to in Senate without amendment and with a preamble by Voice Vote.|1988-07-07|NA
Drug Free Mothers and Babies Act of 1988|100|House|BRUCE VENTO(D) |Referred to Subcommittee on Health and the Environment.|1988-07-05|NA
A bill to amend the Child Nutrition Act of 1966 to ensure homeless women, infants, and children access to the special supplemental food program.|100|House|TOM SAWYER(D) |Referred to Subcommittee on Elementary, Secondary and Vocational Education.|1988-07-05|NA
A bill to amend the Public Health Service Act to revise and extend the program of grants for the prevention and control of sexually transmitted diseases.|100|House|HENRY WAXMAN(D) |Clean Bill H.R.4915 Forwarded by Subcommittee to Full Committee in Lieu.|1988-06-23|NA
A bill to authorize the Vietnam Women's Memorial Project, Inc., to construct a statue at the Vietnam Veterans Memorial in honor and recognition of the women of the United States who served in the Vietnam conflict.|100|House|SAMUEL GEJDENSON(D) |Referred to Subcommittee on Libraries and Memorials.|1988-06-23|NA
A bill to provide for the availability of additional Navy airborne early warning systems to the Coast Guard for use in drug interdiction.|100|House|GEORGE HOCHBRUECKNER(D) |For Further Action See H.R.4658.|1988-06-21|NA
A bill to authorize the Vietnam Women's Memorial Project, Inc., to establish a commemorative statue to recognize and honor the women of the Armed Forces of the United States who served in the Vietnam war.|100|House|SAMUEL GEJDENSON(D) |Subcommittee Hearings Held.|1988-06-21|NA
A joint resolution to designate the week of June 19-25, 1988, as the "National Recognition of the Accomplishments of Women in the Workforce Week".|100|Senate|Richard Shelby(D) |Referred to House Committee on Post Office and Civil Service.|1988-06-14|NA
A resolution expressing the sense of the House of Representatives regarding the importance of working women to our economy and our Nation as a whole.|100|House|MATTHEW MARTINEZ(D) |Resolution Agreed to in House by Voice Vote.|1988-06-13|NA
