An Act to amend title 28, United States Code, to provide for the payment of annuities to widows and dependent children of judges.|84|House|NA|Became Public Law No. 84-973|1956-08-03|https://www.congress.gov/84/statute/STATUTE-70/STATUTE-70-Pg1021.pdf
An Act to amend title II of the Social Security Act to provide disability insurance benefits for certain disabled individuals who have attained age 50, to reduce to age 62 the age on the basis of which benefits are payable to certain women, to provide for continue|84|House|NA|Became Public Law No. 84-880|1956-08-01|https://www.congress.gov/84/statute/STATUTE-70/STATUTE-70-Pg807.pdf
An Act to authorize female Reserve officers of the Army or Air Force appointed as nurses or women medical specialists to be members of the Army National Guard of the United States or Air National Guard of the United States, as appropriate|84|House|NA|Became Public Law No. 84-845|1956-07-30|https://www.congress.gov/84/statute/STATUTE-70/STATUTE-70-Pg729.pdf
An Act to provide for the delayed reporting of births within the District of Columbia.|84|House|NA|Became Public Law No. 84-649|1956-07-02|https://www.congress.gov/84/statute/STATUTE-70/STATUTE-70-Pg487.pdf
An Act to Exempt from Taxation Certain Property of the General Federation of Womens Clubs, Incorporated, in the District of Columbia.|84|House|NA|Became Private Law No. 84-737|1956-07-02|https://www.congress.gov/84/statute/STATUTE-70/STATUTE-70-PgA108.pdf
An Act to amend title II of the Womens Armed Services Integration Act of 1948, by providing flexibility in the distribution of women officers in the grades of commander and lieutenant commander, and for other purposes.|84|House|NA|Became Public Law No. 84-585|1956-06-15|https://www.congress.gov/84/statute/STATUTE-70/STATUTE-70-Pg285.pdf
An Act to amend the copyright law to permit, in certain classes of works, the deposit of photographs or other identifying reproductions in lieu of copies of published works|84|House|NA|Became Public Law No. 84-452|1956-03-29|https://www.congress.gov/84/statute/STATUTE-70/STATUTE-70-Pg63.pdf
An Act to amend the act entitled ""An Act to incorporate the Roosevelt Memorial Association,"" approved May 31, 1920, as heretofore amended, so as to permit such corporation to consolidate with Womens Theodore Roosevelt Memorial Association, Inc|84|House|NA|Became Public Law No. 84-445|1956-03-29|https://www.congress.gov/84/statute/STATUTE-70/STATUTE-70-Pg60.pdf
An Act to amend the Public Health Service Act to authorize grants to States for the purpose of assisting States to provide children and expectant mothers an opportunity for vaccination against poliomyelitis|84|Senate|NA|Became Public Law No. 84-377|1955-08-12|https://www.congress.gov/84/statute/STATUTE-69/STATUTE-69-Pg704.pdf
An Act to authorize the Secretary of Defense to lend certain Army, Navy, and Air Force equipment, and to provide certain services to the Girl Scouts of the United States of America for use at the Girl Scout Senior Roundup Encampment, and for other purposes.|84|House|NA|Became Public Law No. 84-236|1955-08-04|https://www.congress.gov/84/statute/STATUTE-69/STATUTE-69-Pg496.pdf
An Act to further amend section 106 of the Army-Navy Nurses Act of 1947 so as to provide for certain adjustments in the dates of rank of nurses and women medical specialists of the Regular Army and Regular Air Force in the permanent grade of captain, and for other purposes|84|House|NA|Became Public Law No. 84-229|1955-08-04|https://www.congress.gov/84/statute/STATUTE-69/STATUTE-69-Pg492-2.pdf
An Act for the Relief of Mother Amata (Maria Cartiglia), Sister Octtavia (Concetta Zisa), Sister Giovina (Rosina Vitale), and Sister Olga (Calogera Zeffiro).|84|House|NA|Became Private Law No. 84-289|1955-08-03|https://www.congress.gov/84/statute/STATUTE-69/STATUTE-69-PgA100.pdf
