Partial-Birth Abortion Ban Act of 1995|104|House|CHARLES CANADY(R) |Message on Senate action sent to the House.|1997-01-06|https://www.congress.gov/104/bills/hr1833/BILLS-104hr1833enr.pdf
Safe Motherhood Act of 1996|104|House|PATRICIA SCHROEDER(D) |Referred to the Subcommittee on Health and Environment.|1996-10-30|https://www.congress.gov/104/bills/hr4217/BILLS-104hr4217ih.pdf
Comprehensive Women's Pension Protection Act of 1996|104|House|BARBARA KENNELLY(D) |Referred to the Subcommittee on Employer-Employee Relations.|1996-10-15|https://www.congress.gov/104/bills/hr4204/BILLS-104hr4204ih.pdf
To require a study by the United States Sentencing Commission of sentencing for drug offenses where domestic violence has been found to occur.|104|House|JON FOX(R) |Referred to the Subcommittee on Crime.|1996-10-04|https://www.congress.gov/104/bills/hr4246/BILLS-104hr4246ih.pdf
Late Term Abortion Restriction Act|104|House|STENY HOYER(D) |Referred to the Subcommittee on Health and Environment.|1996-10-04|https://www.congress.gov/104/bills/hr4284/BILLS-104hr4284ih.pdf
Pam Lychner Sexual Offender Tracking and Identification Act of 1996|104|Senate|WILLIAM GRAMM(R) |Became Public Law No: 104-236.|1996-10-03|https://www.congress.gov/104/bills/s1675/BILLS-104s1675enr.pdf
Expressing the sense of the House of Representatives that the United States and the United Nations should support the election of a woman for Secretary General of the United Nations.|104|House|PATRICIA SCHROEDER(D) |Referred to the Subcommittee on International Operations and Human Rights.|1996-10-03|https://www.congress.gov/104/bills/hres543/BILLS-104hres543ih.pdf
To confer honorary citizenship of the United States on Agnes Gonxha Bojahiu, also known as Mother Teresa.|104|House|MICHAEL FLANAGAN(R) |Became Public Law No: 104-218.|1996-10-01|https://www.congress.gov/104/bills/hjres191/BILLS-104hjres191enr.pdf
To establish in the Department of the Interior the Essex National Heritage Area Commission, and for other purposes.|104|House|PETER TORKILDSEN(R) |For Further Action See H.R.4236.|1996-09-28|https://www.congress.gov/104/bills/hr2188/BILLS-104hr2188ih.pdf
To improve the administration of the Women's Right National Historical Park in the State of New York, and for other purposes.|104|House|LOUISE SLAUGHTER(D) |Measure incorporated in H.R. 4236.|1996-09-28|https://www.congress.gov/104/bills/hr970/BILLS-104hr970ih.pdf
A bill to clarify the standards for State sex offender registration programs under the Jacob Wetterling Crimes Against Children and Sexually Violent Offender Registration Act.|104|Senate|Judd Gregg(R) |Read twice and referred to the Committee on Judiciary.|1996-09-27|https://www.congress.gov/104/bills/s2138/BILLS-104s2138is.pdf
Comprehensive Women's Pension Protection Act of 1996|104|Senate|CAROL MOSELEY-BRAUN(D) |Read twice and referred to the Committee on Finance.|1996-09-26|https://www.congress.gov/104/bills/s2132/BILLS-104s2132is.pdf
Pam Lychner Sexual Offender Tracking and Identification Act of 1996|104|House|DICK ZIMMER(R) |Laid on the table. See S. 1675 for further action. (consideration: CR H11250)|1996-09-26|https://www.congress.gov/104/bills/hr3456/BILLS-104hr3456ih.pdf
Newborns' and Mothers' Health Protection and Mental Health Parity Implementation Amendments of 1996|104|House|WILLIAM THOMAS(R) |Referred to the House Committee on Ways and Means.|1996-09-24|https://www.congress.gov/104/bills/hr4135/BILLS-104hr4135ih.pdf
Expressing the sense of the Congress that a national summit of sports, political, and community leaders should be promptly convened to develop a multifaceted action plan to promote citizenship through sports, emphasizing the aspects of sports culture that promote self-respect and respect for others, and that deter acts of violence, including domestic violence and sexual assault.|104|House|Bernard Sanders(I) |Referred to the Subcommittee on Postsecondary Education, Training and Life-Long Learning.|1996-09-20|https://www.congress.gov/104/bills/hconres199/BILLS-104hconres199ih.pdf
Women's Business Training Centers Act of 1996|104|Senate|PETE DOMENICI(R) |Read twice and referred to the Committee on Small Business.|1996-09-20|https://www.congress.gov/104/bills/s2098/BILLS-104s2098is.pdf
Women's Business Training Centers Act of 1996|104|House|NANCY JOHNSON(R) |Referred to the House Committee on Small Business.|1996-09-12|https://www.congress.gov/104/bills/hr4071/BILLS-104hr4071ih.pdf
Expressing the sense of the Congress that each State should enact legislation regarding notification procedures necessary when a sexually violent offender is released.|104|House|GIL GUTKNECHT(R) |Referred to the Subcommittee on Crime.|1996-09-04|https://www.congress.gov/104/bills/hconres196/BILLS-104hconres196ih.pdf
To require the Attorney General to promulgate regulations relating to gender-related persecution, including female genital mutilation, for use in determining an alien's eligibility for asylum or withholding of deportation.|104|House|CAROLYN MALONEY(D) |Referred to the Subcommittee on Immigration and Claims.|1996-09-04|https://www.congress.gov/104/bills/hr3744/BILLS-104hr3744ih.pdf
Domestic Violence Legal Services Eligibility Act|104|House|NANCY PELOSI(D) |Referred to the Subcommittee on Commercial and Administrative Law.|1996-09-04|https://www.congress.gov/104/bills/hr3733/BILLS-104hr3733ih.pdf
Women Veterans' Health Act of 1996|104|House|MAXINE WATERS(D) |Referred to the Subcommittee on Hospitals and Health Care.|1996-09-04|https://www.congress.gov/104/bills/hr3972/BILLS-104hr3972ih.pdf
To amend title 10, United States Code, to restore the regulations prohibiting service of homosexuals in the Armed Forces.|104|House|ROBERT DORNAN(R) |Referred to the Subcommittee on Military Personnel.|1996-08-29|https://www.congress.gov/104/bills/hr3925/BILLS-104hr3925ih.pdf
Teenage Pregnancy Reduction Act of 1996|104|House|NITA LOWEY(D) |Referred to the Subcommittee on Health and Environment.|1996-08-13|https://www.congress.gov/104/bills/hr3940/BILLS-104hr3940ih.pdf
Battered Women's Employment Protection Act|104|House|LUCILLE ROYBAL-ALLARD(D) |Referred to the Subcommittee on Employer-Employee Relations.|1996-08-02|https://www.congress.gov/104/bills/hr3837/BILLS-104hr3837ih.pdf
To encourage the formation of private sector projects to promote the development of women's business enterprise.|104|House|JOHN LAFALCE(D) |Referred to the House Committee on Small Business.|1996-08-02|https://www.congress.gov/104/bills/hr3990/BILLS-104hr3990ih.pdf
A bill to prohibit persons convicted of a crime involving domestic violence from owning or possessing firearms, and for other purposes.|104|Senate|FRANK LAUTENBERG(D) |Sponsor introductory remarks on measure. (CR S9628)|1996-08-02|https://www.congress.gov/104/bills/s1632/BILLS-104s1632is.pdf
