Sexual Abuse Act of 1986|99|House|JOHN CONYERS(D) |Became Public Law No: 99-654.|1986-11-14|https://www.congress.gov/99/statute/STATUTE-100/STATUTE-100-Pg3660.pdf
Child Sexual Abuse and Pornography Act of 1986|99|House|WILLIAM HUGHES(D) |Became Public Law No: 99-628.|1986-11-07|https://www.congress.gov/99/statute/STATUTE-100/STATUTE-100-Pg3510.pdf
A joint resolution to designate February 4, 1987, as "National Women in Sports Day".|99|Senate|ROBERT PACKWOOD(R) |Became Public Law No: 99-540.|1986-10-27|https://www.congress.gov/99/statute/STATUTE-100/STATUTE-100-Pg3033.pdf
An Act to authorize the erection of a memorial on Federal land in the District of Columbia and its environs to honor the estimated five thousand courageous slaves and free black persons who served as soldiers or provided civilian assistance during the American Revolution and to honor the countless black men, women, and children who ran away from slavery.|99|House|NANCY JOHNSON(R) |Became Public Law No: 99-558.|1986-10-27|https://www.congress.gov/99/statute/STATUTE-100/STATUTE-100-Pg3144.pdf
A joint resolution to designate February 4, 1987, as "National Women in Sports Day".|99|House|Olympia Snowe(R) |See S.J.Res.418.|1986-10-27|NA
A joint resolution designating the week beginning November 9, 1986, as "National Women Veterans Recognition Week".|99|Senate|ALAN CRANSTON(D) |Became Public Law No: 99-527.|1986-10-22|https://www.congress.gov/99/statute/STATUTE-100/STATUTE-100-Pg3007.pdf
A joint resolution designating the week beginning November 9, 1986, as "National Women Veterans Recognition Week".|99|House|MICHAEL BILIRAKIS(R) |See S.J.Res.311.|1986-10-22|NA
A bill to amend title 10, United States Code, to increase the combat support assignments open to women in the Armed Forces.|99|Senate|WILLIAM PROXMIRE(D) |Read twice and referred to the Committee on Armed Services.|1986-10-10|NA
A bill to amend title 38, United States Code, to eliminate gender-based language distinctions in title 38, United States Code, and to make technical corrections in that title.|99|House|G. MONTGOMERY(D) |Certain Provisions Included in H.R.5299.|1986-10-07|NA
A bill to amend title 10, United States Code, to increase the combat support assignments open to women in the Armed Forces.|99|Senate|WILLIAM PROXMIRE(D) |Read twice and referred to the Committee on Armed Services.|1986-10-03|NA
A joint resolution designating September 22, 1986, as "American Business Women's Day".|99|Senate|PAULA HAWKINS(R) |Became Public Law No: 99-421.|1986-09-25|https://www.congress.gov/99/statute/STATUTE-100/STATUTE-100-Pg961.pdf
A joint resolution designating September 22, 1986, as "American Business Women's Day".|99|House|E. SHAW(R) |See S.J.Res.196.|1986-09-25|NA
A concurrent resolution authorizing printing of additional copies of the committee print entitled "U.N. Conference to Review and Appraise the U.N. Decade for Women: Report of Congressional Staff Advisors to the Nairobi Conference".|99|House|DANTE FASCELL(D) |Resolution agreed to in Senate without amendment by Voice Vote.|1986-08-15|NA
Child Sexual Abuse and Pornography Act of 1986|99|Senate|WILLIAM ROTH(R) |Subcommittee on Juvenile Justice. Hearings held.|1986-08-11|NA
A bill to amend the Act entitled "An Act granting a charter to the General Federation of Women's Clubs".|99|House|DAN GLICKMAN(D) |Became Public Law No: 99-376.|1986-08-07|https://www.congress.gov/99/statute/STATUTE-100/STATUTE-100-Pg804.pdf
A bill to amend title II of the Social Security Act to restore and protect the benefit levels of workers reaching age 65 in or after 1982 (and their widows and widowers) by eliminating the "notch" between those levels and the corresponding benefit levels of persons who reached age 65 before 1982.|99|House|EDWARD ROYBAL(D) |Motion to Discharge Committee Filed by Murphy. Discharge Petition No: 09.|1986-08-05|NA
A bill to amend title XIX of the Social Security Act to require State medicaid plans to provide coverage of pregnant women whose income falls below the Federal poverty guidelines.|99|House|JOHN CONYERS(D) |Referred to Subcommittee on Health and the Environment.|1986-07-31|NA
A bill to amend the Act entitled "An Act granting a charter to the General Federation of Women's Clubs".|99|Senate|ORRIN HATCH(R) |Indefinitely postponed by Senate by Unanimous Consent.|1986-07-25|NA
Medicaid Maternal and Infant Health Care Enhancement Act of 1986|99|Senate|EDWARD KENNEDY(D) |Read twice and referred to the Committee on Finance.|1986-07-16|NA
Federal Council on Women Act|99|House|BARBARA BOXER(D) |Referred to Subcommittee on Legislation and National Security.|1986-07-07|NA
A bill to prevent sexual molestation of children in Indian country.|99|Senate|JEREMIAH DENTON(R) |Became Public Law No: 99-303.|1986-05-15|https://www.congress.gov/99/statute/STATUTE-100/STATUTE-100-Pg438.pdf
Sexual Assault Act of 1985|99|House|STENY HOYER(D) |See H.R.4745.|1986-05-06|NA
A joint resolution to designate the week beginning May 4, 1986, as "Working Women's Awareness Week".|99|House|MARY OAKAR(D) |Received in the Senate and read twice and referred to the Committee on Judiciary.|1986-05-01|NA
