To extend eligibility for refugee status of unmarried sons and daughters of certain Vietnamese refugees.|108|House|THOMAS DAVIS(R) |Sponsor introductory remarks on measure. (CR H10905)|2004-12-06|https://www.congress.gov/108/bills/hr2792/BILLS-108hr2792ih.pdf
To support the Boy Scouts of America and the Girl Scouts of the United States of America.|108|House|JO ANN DAVIS(R) |Referred to the House Committee on Government Reform.|2004-11-24|https://www.congress.gov/108/bills/hr5422/BILLS-108hr5422ih.pdf
A bill to support the Boy Scouts of America and the Girl Scouts of the United States of America.|108|Senate|WILLIAM FRIST(R) |Read twice and referred to the Committee on the Judiciary. (text of measure as introduced: CR S11801-11802)|2004-11-20|https://www.congress.gov/108/bills/s3026/BILLS-108s3026is.pdf
Prevention of and Response to Sexual Assault and Domestic Violence in the Military Act|108|House|LOUISE SLAUGHTER(D) |Referred to the Committee on Armed Services, and in addition to the Committees on the Judiciary, and Veterans' Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.|2004-11-18|https://www.congress.gov/108/bills/hr5391/BILLS-108hr5391ih.pdf
Congratulating the Seattle Storm for winning the 2004 Women's National Basketball Association Championship.|108|House|JIM MCDERMOTT(D) |Referred to the House Committee on Government Reform.|2004-11-17|https://www.congress.gov/108/bills/hres857/BILLS-108hres857ih.pdf
Commending the "Trust in the Lives of Older Women" program and encouraging community organizations to participate in the program.|108|House|AMO HOUGHTON(R) |Referred to the House Committee on Education and the Workforce.|2004-11-16|https://www.congress.gov/108/bills/hres855/BILLS-108hres855ih.pdf
A bill to revise and extend the Boys and Girls Clubs of America.|108|Senate|ORRIN HATCH(R) |Became Public Law No: 108-344.|2004-10-18|https://www.congress.gov/108/bills/s2363/BILLS-108s2363enr.pdf
Preventing Sexual Assaults in the Military Act of 2004|108|House|CAROLYN MALONEY(D) |Sponsor introductory remarks on measure. (CR E1922-1923)|2004-10-11|https://www.congress.gov/108/bills/hr5328/BILLS-108hr5328ih.pdf
DNA Sexual Assault Justice Act of 2003|108|Senate|JOSEPH BIDEN(D) |Sponsor introductory remarks on measure. (CR S11089)|2004-10-10|https://www.congress.gov/108/bills/s152/BILLS-108s152is.pdf
Congratulating Wangari Maathai for winning the Nobel Peace Prize and commending her for her tireless work to promote sustainable development, democracy, peace, and women's rights in Africa.|108|House|GREGORY MEEKS(D) |Referred to the House Committee on International Relations.|2004-10-08|https://www.congress.gov/108/bills/hres849/BILLS-108hres849ih.pdf
To amend the Internal Revenue Code of 1986 to provide an increased exclusion of gain from the sale of a principal residence by certain widows and widowers.|108|House|NITA LOWEY(D) |Referred to the House Committee on Ways and Means.|2004-10-08|https://www.congress.gov/108/bills/hr5327/BILLS-108hr5327ih.pdf
Expressing the sense of the House of Representatives that Pasqualine J. Gibbons of Denver, Colorado, an African American woman who valiantly served her country in the Army Air Corps during World War II, was unfairly passed over for promotion and should have held the grade of technical sergeant, rather than private first class, upon her discharge from the service on January 2, 1946.|108|House|DIANA DEGETTE(D) |Referred to the House Committee on Armed Services.|2004-10-06|https://www.congress.gov/108/bills/hres826/BILLS-108hres826ih.pdf
A resolution supporting the goals and ideals of National Domestic Violence Awareness Month and expressing the sense of the Senate that Congress should raise awareness of domestic violence in the United States and its devastating effects on families.|108|Senate|JOSEPH BIDEN(D) |Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S9863-9864; text as passed Senate: CR S9864; text of measure as introduced: CR S9818)|2004-09-28|https://www.congress.gov/108/bills/sres438/BILLS-108sres438ats.pdf
Supporting the goals and purposes of National Farm Safety and Health Week and applauding the men and women who provide a stable supply of food and fiber for the United States and the world.|108|House|THOMAS REYNOLDS(R) |Received in the Senate and referred to the Committee on Agriculture, Nutrition, and Forestry.|2004-09-23|https://www.congress.gov/108/bills/hconres494/BILLS-108hconres494rfs.pdf
Providing Annual Pap Tests to Save Women's Lives Act of 2004|108|House|GENE GREEN(D) |Referred to the Subcommittee on Health.|2004-09-20|https://www.congress.gov/108/bills/hr5048/BILLS-108hr5048ih.pdf
To amend the Elementary and Secondary Education Act of 1965 to provide grants to local educational agencies to encourage girls to pursue studies and careers in science, mathematics, engineering, and technology.|108|House|LYNN WOOLSEY(D) |Referred to the Subcommittee on Education Reform.|2004-08-25|https://www.congress.gov/108/bills/hr4765/BILLS-108hr4765ih.pdf
A resolution congratulating the University of California at Los Angeles women's softball team on winning the 2004 National Collegiate Athletic Association Championship.|108|Senate|Dianne Feinstein(D) |Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S8801; text as passed Senate: CR S8801; text of measure as introduced: CR S8769)|2004-07-22|https://www.congress.gov/108/bills/sres417/BILLS-108sres417ats.pdf
Women's Pelvic Floor Health Education and Awareness Act|108|House|GEORGE NETHERCUTT(R) |Referred to the Subcommittee on Health.|2004-07-22|https://www.congress.gov/108/bills/hr4979/BILLS-108hr4979ih.pdf
To establish that marriage in the United States consists only of the union of a man and a woman.|108|House|ERNEST ISTOOK(R) |Referred to the House Committee on the Judiciary.|2004-07-22|https://www.congress.gov/108/bills/hr4892/BILLS-108hr4892ih.pdf
