A bill to improve the administration of the Women's Rights National Historical Park in the State of New York, and for other purposes.|103|Senate|DANIEL MOYNIHAN(D) |By Senator Johnston from Committee on Energy and Natural Resources filed written report. Report No. 103-420.|1994-11-30|https://www.congress.gov/103/bills/s2001/BILLS-103s2001rs.pdf
A concurrent resolution expressing the sense of the Congress that expert testimony concerning the nature and effect of domestic violence, including descriptions of the experiences of battered women, should be admissible if offered in a State court by a defendant in a criminal case.|103|Senate|CAROL MOSELEY-BRAUN(D) |Referred to the House Committee on Judiciary.|1994-11-29|https://www.congress.gov/103/bills/sconres21/BILLS-103sconres21rfh.pdf
A joint resolution to designate February 2, 1995, and February 1, 1996, as "National Women and Girls in Sports Day".|103|Senate|ROBERT PACKWOOD(R) |Referred to the House Committee on Post Office and Civil Service.|1994-11-29|https://www.congress.gov/103/bills/sjres186/BILLS-103sjres186rfh.pdf
Women's Health Regional Centers Act|103|House|MARJORIE MARGOLIES-MEZVINSKY(D) |Referred to the Subcommittee on Health and the Environment.|1994-10-24|https://www.congress.gov/103/bills/hr5083/BILLS-103hr5083ih.pdf
To amend title 38, United States Code, to establish a Women's Bureau in the Department of Veterans Affairs.|103|House|MAXINE WATERS(D) |See H.R.5244.|1994-10-07|https://www.congress.gov/103/bills/hr3013/BILLS-103hr3013rfs.pdf
A joint resolution to designate 1995 the "Year of the Girl Child".|103|Senate|CAROL MOSELEY-BRAUN(D) |Held at the desk.|1994-10-07|https://www.congress.gov/103/bills/sjres188/BILLS-103sjres188cds.pdf
Federal Prohibition of Female Genital Mutilation Act of 1994|103|Senate|HARRY REID(D) |Read twice and referred to the Committee on Judiciary.|1994-10-05|https://www.congress.gov/103/bills/s2501/BILLS-103s2501is.pdf
Women's Progress Assessment Act|103|House|PATRICIA SCHROEDER(D) |Referred to the House Committee on Post Office and Civil Service.|1994-10-05|https://www.congress.gov/103/bills/hr5194/BILLS-103hr5194ih.pdf
To improve the administration of the Women's Rights National Historical Park in the State of New York, and for other purposes.|103|House|LOUISE SLAUGHTER(D) |Placed on the Union Calendar, Calendar No. 459.|1994-10-03|https://www.congress.gov/103/bills/hr359/BILLS-103hr359rh.pdf
A resolution to express the sense of the Senate condemning the cruel and tortuous practice of female genital mutilation.|103|Senate|HARRY REID(D) |Resolution agreed to in Senate without amendment and with a preamble by Voice Vote. (consideration: CR S13435)|1994-09-27|https://www.congress.gov/103/bills/sres263/BILLS-103sres263ats.pdf
A resolution to express the sense of the Senate regarding the appropriate portrayal of men and women of the Armed Forces in the upcoming National Air and Space Museum's exhibit on the Enola Gay.|103|Senate|NANCY KASSEBAUM(R) |Resolution agreed to in Senate without amendment and with a preamble by Voice Vote. (consideration: CR 9/22/94 S13315-13316)|1994-09-23|https://www.congress.gov/103/bills/sres257/BILLS-103sres257ats.pdf
Expressing the sense of Congress with respect to protections for persons changing their names to avoid domestic violence.|103|House|HERBERT KLEIN(D) |Referred to the Subcommittee on Crime and Criminal Justice.|1994-09-21|https://www.congress.gov/103/bills/hconres280/BILLS-103hconres280ih.pdf
Sexually Violent Predators Act|103|House|JENNIFER DUNN(R) |Referred to the Subcommittee on Crime and Criminal Justice.|1994-09-21|https://www.congress.gov/103/bills/hr4902/BILLS-103hr4902ih.pdf
To express the sense of the House regarding the appropriate portrayal of men and women of the Armed Forces in the upcoming National Air and Space Museum's exhibit on the Enola Gay.|103|House|PAT ROBERTS(R) |Referred to the Subcommittee on Libraries and Memorials.|1994-09-20|https://www.congress.gov/103/bills/hres531/BILLS-103hres531ih.pdf
To designate June 11, 1995, as "D-Day Widows and Orphans National Recognition Day".|103|House|JAMES QUILLEN(R) |Referred to the House Committee on Post Office and Civil Service.|1994-09-12|https://www.congress.gov/103/bills/hjres408/BILLS-103hjres408ih.pdf
Women and Children's Health Outreach and Education Act of 1994|103|House|Sherrod Brown(D) |Referred to the Subcommittee on Health and the Environment.|1994-08-30|https://www.congress.gov/103/bills/hr4929/BILLS-103hr4929ih.pdf
A resolution to express the sense of the Senate condemning the tactic of soliciting support for the use of violence against abortion providers and activists.|103|Senate|HARRY REID(D) |Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote. (consideration: CR S12671)|1994-08-25|https://www.congress.gov/103/bills/sres255/BILLS-103sres255ats.pdf
A bill to amend title 38, United States Code, to establish in the Department of Veterans Affairs an Office for Women Veterans and an Office for Minority Veterans, and for other purposes.|103|Senate|DANIEL AKAKA(D) |Read twice and referred to the Committee on Veterans.|1994-08-25|https://www.congress.gov/103/bills/s2429/BILLS-103s2429is.pdf
